,,living room 1,,living room 2,,living room 3,,bedroom,,staircase low,,staircase up,,,,,,,,,,,,
Date,Time,T up L (GF),RH up L (GF),T low L (GF),RH low L (GF),T low R (GF),RH low R (GF),T R (1F),RH R (1F),T clay Low,RH clay Low (60mm),T clay Up,RH clay Up (100mm),T clay-flex Low,RH clay-flex Low,T clay-flex Up,RH clay-flex Up,,,,,,,
13/11/2012,02:00:00,12.16,72.4,10.21,78.4,11.38,77.4,11.38,79.2,11.38,68.6,10.99,68.7,13.32,65.1,12.16,65.4,,,,,,,
13/11/2012,03:00:00,12.16,72.4,10.21,79.4,11.38,77.4,11.38,79.2,11.38,69,10.99,69.1,13.32,65.1,12.16,65.7,,,,,,,
13/11/2012,04:00:00,12.16,71.8,10.6,79.3,11.38,77.4,11.38,79.2,11.38,69,10.99,69.5,12.93,64.9,11.77,65.8,,,,,,,
13/11/2012,05:00:00,12.55,71.7,10.6,79.3,11.38,77.4,11.77,79.2,11.38,69,10.99,70,12.93,64.9,11.77,65.5,,,,,,,
13/11/2012,06:00:00,12.55,71.7,10.6,79.3,11.38,77.4,11.77,79.2,11.38,69,10.99,70,12.93,64.9,12.16,65.4,,,,,,,
13/11/2012,07:00:00,12.55,71.7,10.6,79.3,11.38,77.4,11.77,79.2,11.38,69,10.99,70,12.93,64.9,12.16,65.4,,,,,,,
13/11/2012,08:00:00,12.55,72.3,10.6,79.3,11.38,77.4,11.77,80.2,11.77,68.9,11.38,69.9,13.32,64.8,12.16,65.4,,,,,,,
13/11/2012,09:00:00,12.93,72.2,10.6,79.3,11.77,77.3,11.77,80.2,11.77,68.9,11.38,69.9,13.32,65.1,12.16,65.7,,,,,,,
13/11/2012,10:00:00,12.93,72.2,10.99,79.3,11.77,77.3,11.77,80.2,11.77,69.4,11.38,70.4,13.32,65.4,12.16,65.7,,,,,,,
13/11/2012,11:00:00,12.93,72.2,10.99,79.3,11.77,77.3,11.77,80.2,11.77,69.4,11.38,70.4,13.32,65.4,12.16,65.7,,,,,,,
13/11/2012,12:00:00,12.93,72.2,10.99,79.3,11.77,77.3,11.77,80.2,11.77,69.4,11.38,70.4,13.32,65.1,12.16,65.7,,,,,,,
13/11/2012,13:00:00,12.93,72.2,10.99,79.3,11.77,77.3,11.77,80.2,11.77,69.4,11.38,70.9,13.32,65.1,12.16,65.7,,,,,,,
13/11/2012,14:00:00,12.93,72.2,10.99,79.3,11.77,78.2,11.77,80.2,11.77,69.4,11.38,70.9,13.32,65.4,12.16,65.7,,,,,,,
13/11/2012,15:00:00,12.93,72.2,10.99,79.3,11.77,78.2,11.77,80.2,11.77,69.4,11.38,70.9,13.32,65.4,12.16,65.7,,,,,,,
13/11/2012,16:00:00,12.93,72.2,10.99,79.3,11.77,78.2,11.77,80.2,11.77,69.4,11.38,70.9,13.32,65.4,12.16,65.7,,,,,,,
13/11/2012,17:00:00,12.93,72.2,10.99,80.3,11.77,78.2,11.77,80.2,12.16,69.3,11.38,70.9,13.32,65.4,12.16,65.7,,,,,,,
13/11/2012,18:00:00,12.93,71.7,10.99,80.3,11.77,78.2,11.77,80.2,12.16,69.3,11.38,70.9,13.32,65.4,12.16,65.7,,,,,,,
13/11/2012,19:00:00,12.93,71.7,10.99,80.3,11.77,78.2,11.77,80.2,12.16,69.3,11.38,70.9,13.32,65.4,12.16,65.7,,,,,,,
13/11/2012,20:00:00,12.93,71.7,10.99,80.3,12.16,78.2,12.16,80.2,12.16,68.8,11.77,70.8,13.32,65.4,12.16,65.7,,,,,,,
13/11/2012,21:00:00,12.93,71.7,11.38,80.3,12.16,78.2,12.16,80.2,12.16,68.8,11.77,70.8,13.32,65.4,12.55,65.6,,,,,,,
13/11/2012,22:00:00,12.93,71.7,11.38,80.3,12.16,77.3,12.16,79.1,12.16,68.8,11.77,70.8,13.32,65.4,12.55,65.3,,,,,,,
13/11/2012,23:00:00,13.32,72.2,11.38,80.3,12.16,78.2,12.16,80.2,12.55,68.8,11.77,70.8,13.7,65.7,12.55,65.6,,,,,,,
14/11/2012,00:00:00,13.32,72.2,11.38,80.3,12.16,78.2,12.55,80.1,12.55,68.3,12.16,70.2,14.09,66,12.93,65.5,,,,,,,
14/11/2012,01:00:00,13.32,72.2,11.38,80.3,12.16,78.2,12.55,80.1,12.55,68.8,12.16,70.7,14.09,66,12.93,65.9,,,,,,,
14/11/2012,02:00:00,13.32,72.2,11.38,80.3,12.16,78.2,12.55,80.1,12.55,68.8,12.16,70.7,14.09,66,12.93,65.9,,,,,,,
14/11/2012,03:00:00,13.32,72.2,11.38,80.3,12.16,78.2,12.55,80.1,12.55,68.8,12.16,70.7,14.09,66,12.93,65.9,,,,,,,
14/11/2012,04:00:00,13.32,72.2,11.38,80.3,12.55,78.1,12.55,80.1,12.55,68.8,12.16,70.7,14.09,65.6,12.93,65.9,,,,,,,
14/11/2012,05:00:00,13.32,71.6,11.38,80.3,12.55,78.1,12.55,80.1,12.93,68.7,12.55,70.7,14.09,66,12.93,65.9,,,,,,,
14/11/2012,06:00:00,13.32,71.6,11.77,80.2,12.55,78.1,12.55,80.1,12.93,68.7,12.55,70.7,14.09,66,12.93,65.9,,,,,,,
14/11/2012,07:00:00,13.7,72.1,11.77,80.2,12.55,77.2,12.93,80.1,12.93,68.7,12.55,70.7,14.09,66,12.93,65.5,,,,,,,
14/11/2012,08:00:00,13.7,72.7,11.77,79.2,12.55,77.2,12.93,80.1,12.93,68.2,12.55,70.2,14.09,66,13.32,65.8,,,,,,,
14/11/2012,09:00:00,13.7,72.7,11.77,79.2,12.55,77.2,12.93,80.1,12.93,68.2,12.55,70.2,14.47,65.9,13.32,65.8,,,,,,,
14/11/2012,10:00:00,13.7,72.7,11.77,80.2,12.55,77.2,12.93,80.1,12.93,68.7,12.55,70.7,14.47,66.3,13.32,65.8,,,,,,,
14/11/2012,11:00:00,13.7,72.7,11.77,80.2,12.55,77.2,12.93,80.1,12.93,68.7,12.55,70.7,14.47,66.3,13.32,65.8,,,,,,,
14/11/2012,12:00:00,14.09,72,11.77,80.2,12.93,78.1,12.93,80.1,13.32,68.6,12.55,70.7,14.47,66.3,13.32,65.8,,,,,,,
14/11/2012,13:00:00,14.09,72,11.77,80.2,12.93,78.1,12.93,80.1,13.32,68.6,12.55,70.7,14.47,66.3,13.32,65.8,,,,,,,
14/11/2012,14:00:00,14.09,72,11.77,80.2,12.93,78.1,12.93,80.1,13.32,68.6,12.55,70.7,14.47,65.9,13.32,65.8,,,,,,,
14/11/2012,15:00:00,14.09,72,11.77,80.2,12.93,78.1,12.93,80.1,13.32,68.6,12.93,70.6,14.47,65.9,13.32,65.8,,,,,,,
14/11/2012,16:00:00,14.09,72,12.16,80.2,12.93,78.1,12.93,80.1,13.32,68.6,12.93,70.6,14.47,65.9,13.32,65.8,,,,,,,
14/11/2012,17:00:00,14.09,72,11.77,80.2,12.93,78.1,13.32,80.1,13.32,68.6,12.93,70.6,14.47,65.9,13.32,65.8,,,,,,,
14/11/2012,18:00:00,14.09,72,12.16,80.2,12.93,78.1,13.32,80.1,13.32,68.2,12.93,70.6,14.47,65.9,13.32,65.8,,,,,,,
14/11/2012,19:00:00,14.09,72.6,12.16,80.2,12.93,78.1,13.32,80.1,13.32,68.2,12.93,70.6,14.47,65.9,13.7,65.4,,,,,,,
14/11/2012,20:00:00,14.09,72.6,12.16,80.2,12.93,78.1,13.32,80.1,13.32,68.2,12.93,70.1,14.85,66.2,13.7,65.7,,,,,,,
14/11/2012,21:00:00,14.47,72.6,12.16,80.2,12.93,78.1,13.7,80,13.7,68.1,13.32,70,14.85,66.2,14.09,66,,,,,,,
14/11/2012,22:00:00,14.47,72.6,12.16,80.2,12.93,78.1,13.7,80,13.7,68.1,13.32,70,14.85,66.2,14.09,66,,,,,,,
14/11/2012,23:00:00,14.47,72.6,12.16,80.2,12.93,78.1,13.7,80,13.7,68.1,13.32,70.5,14.85,66.2,14.09,66,,,,,,,
15/11/2012,00:00:00,14.47,72.6,12.16,80.2,12.93,78.1,13.7,80,13.7,68.1,13.32,70.5,14.85,66.2,14.09,66,,,,,,,
15/11/2012,01:00:00,14.47,72,12.16,80.2,12.93,78.1,13.7,80,13.7,68.1,13.32,70.5,14.85,66.2,14.09,66,,,,,,,
15/11/2012,02:00:00,14.47,72,12.16,80.2,12.93,78.1,13.7,80,13.7,68.1,13.32,70.5,14.85,66.2,14.09,66,,,,,,,
15/11/2012,03:00:00,14.47,72,12.16,80.2,12.93,78.1,13.7,80,13.7,68.1,13.32,70.5,14.85,66.2,14.09,65.6,,,,,,,
15/11/2012,04:00:00,14.09,71.4,12.16,80.2,12.93,78.1,13.7,80,13.7,68.1,13.32,70.5,14.85,66.2,14.09,65.6,,,,,,,
15/11/2012,05:00:00,14.09,71.4,12.16,80.2,12.93,78.1,13.7,80,13.7,67.6,13.32,70.5,14.85,66.2,14.09,65.6,,,,,,,
15/11/2012,06:00:00,14.09,71.4,12.16,80.2,12.93,78.1,13.7,80,13.7,67.6,13.32,70.5,14.47,66.3,14.09,65.6,,,,,,,
15/11/2012,07:00:00,14.09,71.4,12.16,80.2,12.93,78.1,13.7,80,13.7,67.6,13.32,70.5,14.47,65.9,13.7,65.4,,,,,,,
15/11/2012,08:00:00,14.09,70.9,11.77,80.2,12.93,78.1,13.7,80,13.7,67.6,13.32,70.5,14.47,66.3,13.7,65.4,,,,,,,
15/11/2012,09:00:00,14.09,70.9,11.77,80.2,12.93,78.1,13.32,80.1,13.7,67.2,13.32,70,14.47,66.3,13.7,65.4,,,,,,,
15/11/2012,10:00:00,14.09,70.9,11.77,79.2,12.55,78.1,13.32,80.1,13.32,67.3,13.32,70,14.47,66.3,13.7,65,,,,,,,
15/11/2012,11:00:00,14.09,70.9,11.77,79.2,12.55,78.1,13.32,79,13.32,67.3,13.32,70,14.47,66.3,13.7,65,,,,,,,
15/11/2012,12:00:00,14.09,70.9,11.77,79.2,12.55,78.1,13.32,79,13.32,67.3,12.93,69.6,14.47,66.3,13.7,65,,,,,,,
15/11/2012,13:00:00,14.09,70.9,11.77,79.2,12.55,78.1,12.93,79,13.32,67.3,12.93,69.6,14.47,66.3,13.32,65.1,,,,,,,
15/11/2012,14:00:00,13.7,71,11.77,79.2,12.55,78.1,12.93,79,13.32,66.9,12.93,69.6,14.47,66.3,13.32,65.1,,,,,,,
15/11/2012,15:00:00,13.7,71,11.77,79.2,12.55,78.1,12.93,79,13.32,67.3,12.93,69.6,14.09,66,13.32,65.1,,,,,,,
15/11/2012,16:00:00,13.7,70.4,11.77,79.2,12.55,77.2,12.93,79,13.32,66.9,12.93,69.6,14.09,66,13.32,65.1,,,,,,,
15/11/2012,17:00:00,13.7,70.4,11.38,79.2,12.55,78.1,12.93,79,13.32,66.9,12.93,69.6,14.09,66,13.32,64.8,,,,,,,
15/11/2012,18:00:00,13.7,70.4,11.38,79.2,12.55,77.2,12.55,79.1,13.32,66.9,12.55,69.7,14.09,66,13.32,64.8,,,,,,,
15/11/2012,19:00:00,13.7,71,11.38,79.2,12.55,77.2,12.55,79.1,12.93,67,12.55,69.2,14.09,66,12.93,64.9,,,,,,,
15/11/2012,20:00:00,13.7,71.5,11.38,79.2,12.55,78.1,12.55,79.1,12.93,67,12.55,69.2,14.09,66,12.93,64.9,,,,,,,
15/11/2012,21:00:00,13.7,71.5,11.38,79.2,12.55,78.1,12.55,79.1,12.93,67,12.55,69.2,14.09,66,12.93,64.9,,,,,,,
15/11/2012,22:00:00,13.32,71,11.38,79.2,12.55,78.1,12.55,79.1,12.93,67,12.55,69.2,14.09,66,12.93,64.9,,,,,,,
15/11/2012,23:00:00,13.32,71,11.38,79.2,12.16,78.2,12.55,79.1,12.93,67,12.55,69.2,14.09,66,12.93,64.9,,,,,,,
16/11/2012,00:00:00,13.32,70.5,11.38,79.2,12.16,78.2,12.55,79.1,12.93,67,12.55,69.2,14.09,66,12.93,64.9,,,,,,,
16/11/2012,01:00:00,13.32,70.5,11.38,79.2,12.16,78.2,12.55,79.1,12.93,67,12.55,69.2,14.09,65.6,12.93,64.9,,,,,,,
16/11/2012,02:00:00,13.32,70.5,11.38,79.2,12.16,78.2,12.16,79.1,12.93,67,12.16,69.3,13.7,65.7,12.93,64.9,,,,,,,
16/11/2012,03:00:00,13.32,70.5,11.38,79.2,12.16,78.2,12.16,79.1,12.93,67,12.16,69.3,13.7,65.7,12.93,64.9,,,,,,,
16/11/2012,04:00:00,13.32,70.5,11.38,79.2,12.16,77.3,12.16,79.1,12.93,67,12.16,69.3,13.7,65.7,12.55,64.6,,,,,,,
16/11/2012,05:00:00,13.32,70,11.38,79.2,12.16,77.3,12.16,78.2,12.93,67,12.16,69.3,13.7,65.7,12.55,64.6,,,,,,,
16/11/2012,06:00:00,13.32,70,11.38,79.2,12.16,77.3,12.16,78.2,12.55,67.1,12.16,69.3,13.7,65.7,12.55,64.6,,,,,,,
16/11/2012,07:00:00,13.32,70.5,11.38,79.2,12.16,77.3,12.16,78.2,12.55,66.7,12.16,68.8,13.7,65.7,12.55,64.6,,,,,,,
16/11/2012,08:00:00,13.32,71,11.38,78.3,12.16,77.3,12.16,78.2,12.55,66.7,12.16,68.8,13.7,65.7,12.55,64.6,,,,,,,
16/11/2012,09:00:00,13.32,70.5,11.38,79.2,12.16,77.3,12.16,79.1,12.55,66.7,12.16,68.8,13.7,65.7,12.55,64.6,,,,,,,
16/11/2012,10:00:00,12.93,70.6,11.38,79.2,12.16,77.3,11.77,78.2,12.55,67.1,11.77,68.9,13.7,65.7,12.55,64.6,,,,,,,
16/11/2012,11:00:00,12.93,70.6,11.38,79.2,12.16,77.3,11.77,78.2,12.55,67.1,11.77,68.9,13.7,65.7,12.55,64.6,,,,,,,
16/11/2012,12:00:00,12.93,70.6,11.38,79.2,12.16,77.3,11.77,78.2,12.55,67.1,11.77,68.9,13.7,65.7,12.55,64.6,,,,,,,
16/11/2012,13:00:00,12.93,70.1,11.38,79.2,12.16,77.3,11.77,78.2,12.55,66.7,11.77,68.9,13.32,65.8,12.16,64.7,,,,,,,
16/11/2012,14:00:00,12.93,70.1,10.99,79.3,11.77,77.3,11.77,78.2,12.55,66.7,11.77,68.9,13.32,65.4,12.16,64.4,,,,,,,
16/11/2012,15:00:00,12.93,70.1,10.99,79.3,11.77,77.3,11.77,78.2,12.55,66.7,11.77,68.9,13.32,65.4,12.16,64.4,,,,,,,
16/11/2012,16:00:00,12.93,70.1,10.99,79.3,11.77,77.3,11.38,78.3,12.55,66.7,11.77,68.9,13.32,65.4,12.16,64.4,,,,,,,
16/11/2012,17:00:00,12.93,69.6,10.99,79.3,11.77,77.3,11.38,78.3,12.55,66.7,11.77,68.9,13.32,65.4,12.16,64.4,,,,,,,
16/11/2012,18:00:00,12.93,69.6,10.99,78.3,11.77,77.3,11.38,78.3,12.16,66.8,11.38,69,13.32,65.4,12.16,64.4,,,,,,,
16/11/2012,19:00:00,12.93,70.1,10.99,78.3,11.77,77.3,11.38,78.3,12.16,66.8,11.38,69,13.32,65.4,12.16,64.4,,,,,,,
16/11/2012,20:00:00,12.93,70.6,10.99,78.3,11.77,77.3,11.38,78.3,12.16,66.8,11.38,68.6,13.32,65.8,12.16,64.4,,,,,,,
16/11/2012,21:00:00,12.93,70.6,10.99,78.3,11.77,77.3,11.38,78.3,12.16,66.8,11.38,68.6,13.32,65.8,12.16,64.4,,,,,,,
16/11/2012,22:00:00,12.93,70.1,10.99,78.3,11.77,77.3,11.38,78.3,12.16,66.8,11.38,68.6,13.32,65.4,12.16,64.4,,,,,,,
16/11/2012,23:00:00,12.93,70.1,10.99,78.3,11.77,77.3,11.38,78.3,12.16,66.8,11.38,68.6,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,00:00:00,12.93,70.1,10.99,79.3,11.77,77.3,11.38,78.3,12.16,66.8,11.38,68.6,13.32,65.4,11.77,64.5,,,,,,,
17/11/2012,01:00:00,12.93,70.1,10.99,78.3,11.77,77.3,11.38,78.3,12.16,66.8,11.38,68.6,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,02:00:00,12.93,69.6,10.99,78.3,11.77,77.3,11.38,78.3,12.16,66.8,11.38,68.6,13.32,65.4,11.77,64.5,,,,,,,
17/11/2012,03:00:00,12.93,69.6,10.99,79.3,11.77,77.3,11.38,78.3,12.16,66.8,11.38,68.6,13.32,65.4,11.77,64.5,,,,,,,
17/11/2012,04:00:00,12.93,69.6,10.99,78.3,11.77,77.3,11.38,78.3,12.16,66.8,11.38,68.6,13.32,65.4,11.77,64.5,,,,,,,
17/11/2012,05:00:00,12.93,69.6,10.99,79.3,11.77,77.3,11.38,78.3,12.16,66.8,11.38,69,13.32,65.1,11.77,64.5,,,,,,,
17/11/2012,06:00:00,12.93,69.6,10.99,78.3,11.77,76.5,11.38,79.2,12.16,66.8,11.38,69,13.32,65.1,11.77,64.5,,,,,,,
17/11/2012,07:00:00,12.93,70.1,11.38,78.3,11.77,76.5,11.38,79.2,12.16,66.8,11.38,68.6,13.32,65.1,11.77,64.2,,,,,,,
17/11/2012,08:00:00,12.93,70.1,11.38,78.3,12.16,77.3,11.38,79.2,12.16,66.8,11.38,68.6,13.32,65.4,11.77,64.2,,,,,,,
17/11/2012,09:00:00,12.93,70.1,11.38,78.3,12.16,77.3,11.38,79.2,12.16,66.8,11.38,68.6,13.32,65.4,11.77,64.5,,,,,,,
17/11/2012,10:00:00,12.93,70.1,11.38,78.3,12.16,77.3,11.38,79.2,12.16,66.8,11.38,68.6,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,11:00:00,12.93,70.1,11.38,78.3,12.16,77.3,11.38,79.2,12.16,66.8,11.38,68.6,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,12:00:00,12.93,69.6,11.38,78.3,12.16,77.3,11.38,79.2,12.16,66.8,11.38,68.6,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,13:00:00,12.93,69.6,11.38,79.2,12.16,77.3,11.77,79.2,12.16,67.2,11.38,68.6,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,14:00:00,12.93,69.6,11.38,78.3,12.16,77.3,11.38,79.2,12.16,66.8,11.38,69,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,15:00:00,12.93,69.6,11.38,78.3,12.16,77.3,11.38,79.2,12.16,67.2,11.38,69,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,16:00:00,12.93,69.6,11.38,79.2,12.16,77.3,11.38,79.2,12.16,66.8,11.38,69,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,17:00:00,12.93,69.1,11.38,78.3,12.16,77.3,11.38,79.2,12.16,66.8,11.38,69,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,18:00:00,12.93,69.1,11.38,78.3,12.16,76.5,11.77,79.2,12.16,66.8,11.38,69,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,19:00:00,12.93,70.1,11.38,78.3,12.16,76.5,11.38,79.2,12.16,66.8,11.38,69,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,20:00:00,13.32,70,11.38,78.3,12.16,77.3,11.77,79.2,12.16,66.8,11.38,69,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,21:00:00,13.32,70,11.38,78.3,12.16,77.3,11.77,79.2,12.55,66.7,11.38,69,13.32,65.4,12.16,64.4,,,,,,,
17/11/2012,22:00:00,13.32,70,11.38,78.3,12.16,77.3,11.77,79.2,12.55,67.1,11.38,69,13.32,65.4,12.16,64.7,,,,,,,
17/11/2012,23:00:00,13.32,69.5,11.38,78.3,12.16,77.3,11.77,79.2,12.55,67.1,11.77,68.9,13.32,65.4,12.16,64.7,,,,,,,
18/11/2012,00:00:00,13.32,69.5,11.38,78.3,12.16,77.3,11.77,79.2,12.55,66.7,11.77,68.9,13.32,65.4,12.16,64.7,,,,,,,
18/11/2012,01:00:00,12.93,69.6,11.38,79.2,12.16,77.3,11.77,79.2,12.55,66.7,11.77,68.9,13.32,65.4,12.16,64.7,,,,,,,
18/11/2012,02:00:00,12.93,69.1,11.38,79.2,12.16,77.3,11.77,79.2,12.55,66.7,11.77,68.9,13.32,65.4,12.16,64.7,,,,,,,
18/11/2012,03:00:00,12.93,69.1,11.38,78.3,12.16,77.3,11.77,79.2,12.55,66.7,11.38,69,13.32,65.4,12.16,64.7,,,,,,,
18/11/2012,04:00:00,12.93,69.1,11.38,78.3,12.16,77.3,11.38,79.2,12.55,66.7,11.38,69,13.32,65.1,12.16,64.4,,,,,,,
18/11/2012,05:00:00,12.93,69.1,11.38,78.3,12.16,76.5,11.38,79.2,12.55,66.7,11.38,69,13.32,65.1,12.16,64.4,,,,,,,
18/11/2012,06:00:00,12.93,68.7,11.38,78.3,12.16,76.5,11.38,78.3,12.16,66.8,11.38,69,13.32,65.1,11.77,64.5,,,,,,,
18/11/2012,07:00:00,12.93,69.1,11.38,78.3,12.16,76.5,11.38,79.2,12.16,66.8,11.38,69,13.32,65.1,11.77,64.2,,,,,,,
18/11/2012,08:00:00,12.93,69.6,10.99,78.3,12.16,76.5,11.38,79.2,12.16,66.4,11.38,69,13.32,65.4,11.77,64.2,,,,,,,
18/11/2012,09:00:00,12.93,69.1,10.99,78.3,12.16,76.5,10.99,78.3,12.16,66.4,11.38,69,13.32,65.4,11.77,64.2,,,,,,,
18/11/2012,10:00:00,12.93,69.1,10.99,78.3,11.77,76.5,10.99,78.3,12.16,66.4,10.99,68.7,13.32,65.4,11.77,64.2,,,,,,,
18/11/2012,11:00:00,12.55,69.2,10.99,78.3,11.77,76.5,10.99,78.3,12.16,66.4,10.99,68.7,12.93,65.2,11.38,64.3,,,,,,,
18/11/2012,12:00:00,12.55,68.8,10.99,78.3,11.77,76.5,10.6,78.4,12.16,66.4,10.99,68.7,12.93,65.2,11.38,64.3,,,,,,,
18/11/2012,13:00:00,12.55,68.8,10.6,78.4,11.38,76.6,10.6,78.4,11.77,66.5,10.99,68.7,12.93,65.2,11.38,64,,,,,,,
18/11/2012,14:00:00,12.55,68.3,10.6,78.4,11.38,76.6,10.6,78.4,11.77,66.5,10.6,68.8,12.93,65.2,11.38,64,,,,,,,
18/11/2012,15:00:00,12.16,68.4,10.6,78.4,11.38,76.6,10.6,78.4,11.77,66.5,10.6,68.8,12.93,65.2,10.99,64.1,,,,,,,
18/11/2012,16:00:00,12.16,68.4,10.6,78.4,11.38,76.6,10.6,78.4,11.77,66.2,10.6,68.3,12.93,64.9,10.99,63.8,,,,,,,
18/11/2012,17:00:00,12.16,68,10.6,78.4,11.38,76.6,10.6,78.4,11.38,66.3,10.21,68.4,12.55,65,10.99,63.8,,,,,,,
18/11/2012,18:00:00,12.16,68,10.21,78.4,11.38,75.8,10.21,78.4,11.38,66.3,10.21,68.4,12.55,65,10.99,63.8,,,,,,,
18/11/2012,19:00:00,12.16,68.4,10.21,77.6,11.38,75.8,10.6,78.4,11.38,66.3,10.21,68.4,12.55,65,10.99,63.8,,,,,,,
18/11/2012,20:00:00,12.16,68.8,10.21,77.6,11.38,76.6,10.6,78.4,11.38,66.3,10.21,68.4,12.55,65.3,10.99,63.8,,,,,,,
18/11/2012,21:00:00,12.16,68.4,10.21,77.6,11.38,76.6,10.6,78.4,11.38,66.3,10.21,68.4,12.55,65.3,10.99,63.8,,,,,,,
18/11/2012,22:00:00,12.16,68.4,10.21,78.4,11.38,76.6,10.6,78.4,11.38,66.3,10.21,68.4,12.55,65,10.99,64.1,,,,,,,
18/11/2012,23:00:00,12.16,68.4,10.21,78.4,11.38,76.6,10.6,78.4,11.38,66.3,10.21,68.4,12.55,65,10.99,64.1,,,,,,,
19/11/2012,00:00:00,11.77,68.1,10.21,78.4,11.38,76.6,10.6,78.4,11.38,66.3,10.21,68.4,12.55,65,10.99,64.1,,,,,,,
19/11/2012,01:00:00,11.77,68.1,10.21,78.4,11.38,75.8,10.6,78.4,11.38,66.3,10.21,68.4,12.55,65,10.99,64.1,,,,,,,
19/11/2012,02:00:00,11.77,68.1,10.21,78.4,10.99,75.9,10.6,78.4,10.99,66.4,10.21,68.4,12.16,64.7,10.99,64.1,,,,,,,
19/11/2012,03:00:00,11.77,68.1,10.21,77.6,10.99,75.9,10.21,78.4,10.99,66.4,10.21,68.9,12.16,64.7,10.99,64.1,,,,,,,
19/11/2012,04:00:00,11.77,67.7,10.21,78.4,10.99,75.9,10.21,78.4,10.99,66.4,10.21,68.9,12.16,64.7,10.99,64.1,,,,,,,
19/11/2012,05:00:00,11.77,67.7,10.21,78.4,10.99,75.9,10.21,78.4,10.99,66.4,10.21,68.9,12.16,64.7,10.99,63.8,,,,,,,
19/11/2012,06:00:00,11.77,67.7,9.82,77.6,10.99,75.1,10.21,78.4,10.99,66.4,10.21,68.9,12.16,64.7,10.6,63.9,,,,,,,
19/11/2012,07:00:00,11.77,68.1,9.82,77.6,10.99,75.1,10.21,77.6,10.99,66.4,10.21,68.4,12.16,64.4,10.6,63.9,,,,,,,
19/11/2012,08:00:00,11.77,68.5,9.82,77.6,10.99,75.9,10.21,78.4,10.99,66,10.21,68.4,12.16,64.4,10.6,63.9,,,,,,,
19/11/2012,09:00:00,11.77,68.1,9.82,77.6,10.99,75.9,10.21,77.6,10.99,66,10.21,68.4,12.16,64.7,10.6,63.9,,,,,,,
19/11/2012,10:00:00,11.38,68.2,9.82,77.6,10.99,75.9,9.82,77.6,10.99,66,9.82,68.5,12.16,64.7,10.6,63.9,,,,,,,
19/11/2012,11:00:00,11.38,67.8,9.82,77.6,10.6,75.9,10.21,77.6,10.6,66.1,9.82,68.5,11.77,64.8,10.6,63.9,,,,,,,
19/11/2012,12:00:00,11.38,67.8,9.82,77.6,10.6,75.9,9.82,77.6,10.6,66.1,9.82,68.5,11.77,64.5,10.21,64,,,,,,,
19/11/2012,13:00:00,11.38,67.8,9.82,77.6,10.6,75.9,9.82,77.6,10.6,66.1,9.82,68.5,11.77,64.5,10.21,63.7,,,,,,,
19/11/2012,14:00:00,11.38,67.8,9.82,77.6,10.6,75.9,9.82,77.6,10.6,66.1,9.82,68.5,11.77,64.5,10.21,63.7,,,,,,,
19/11/2012,15:00:00,11.38,67.4,9.82,77.6,10.6,75.9,9.82,77.6,10.6,66.1,9.42,68.6,11.77,64.5,10.21,63.7,,,,,,,
19/11/2012,16:00:00,11.38,67.4,9.82,77.6,10.6,75.9,9.82,77.6,10.6,66.1,9.42,68.6,11.38,64.6,10.21,63.7,,,,,,,
19/11/2012,17:00:00,11.38,67.4,9.82,77.6,10.6,75.2,9.82,77.6,10.6,66.1,9.42,68.6,11.38,64.6,10.21,63.7,,,,,,,
19/11/2012,18:00:00,11.38,67.4,9.82,77.6,10.6,75.2,9.82,77.6,10.21,66.2,9.42,68.6,11.38,64.6,10.21,63.5,,,,,,,
19/11/2012,19:00:00,11.38,67.8,9.82,77.6,10.6,75.2,9.82,77.6,10.21,66.2,9.42,68.2,11.38,64.3,10.21,63.5,,,,,,,
19/11/2012,20:00:00,11.38,68.2,9.82,77.6,10.6,75.2,9.82,77.6,10.21,65.9,9.42,68.2,11.38,64.6,10.21,63.5,,,,,,,
19/11/2012,21:00:00,11.38,68.2,9.82,77.6,10.6,75.9,9.82,77.6,10.21,66.2,9.42,68.2,11.77,64.5,10.21,63.5,,,,,,,
19/11/2012,22:00:00,11.38,67.8,9.82,77.6,10.6,75.9,9.82,77.6,10.21,66.2,9.42,68.2,11.77,64.5,10.21,63.7,,,,,,,
19/11/2012,23:00:00,11.38,67.8,9.82,77.6,10.6,75.2,9.82,77.6,10.6,66.1,9.42,68.2,11.77,64.5,10.21,63.7,,,,,,,
20/11/2012,00:00:00,11.38,67.8,9.82,77.6,10.6,75.2,9.82,77.6,10.6,66.1,9.42,68.2,11.77,64.5,10.21,63.7,,,,,,,
