Time [d],VTT Mould Index [-]
32.791666666666664,0.475667
32.83333333333333,0.476181
32.875,0.476706
32.916666666666664,0.477231
32.95833333333333,0.477756
33,0.478281
33.041666666666664,0.478806
33.08333333333333,0.479331
33.125,0.479856
33.166666666666664,0.480381
33.20833333333333,0.480905
33.25,0.48143
33.291666666666664,0.481955
33.33333333333333,0.48247
33.375,0.482985
33.416666666666664,0.483499
33.45833333333333,0.484014
33.5,0.484529
33.541666666666664,0.485043
33.58333333333333,0.485558
33.625,0.486073
33.666666666666664,0.486588
33.70833333333333,0.486977
33.75,0.487367
33.791666666666664,0.487757
33.83333333333333,0.488147
33.875,0.488662
33.916666666666664,0.489176
33.95833333333333,0.489691
34,0.490216
34.041666666666664,0.490614
34.08333333333333,0.491011
34.125,0.491409
34.166666666666664,0.491807
34.20833333333333,0.492205
34.25,0.492595
34.291666666666664,0.492985
34.33333333333333,0.493374
34.375,0.493764
34.416666666666664,0.494154
34.45833333333333,0.494543
34.5,0.494933
34.541666666666664,0.495323
34.58333333333333,0.495711
34.625,0.496099
34.666666666666664,0.496488
34.70833333333333,0.496876
34.75,0.497264
34.791666666666664,0.497652
34.83333333333333,0.498157
34.875,0.498661
34.916666666666664,0.499165
34.95833333333333,0.499553
35,0.500057
35.041666666666664,0.500445
35.08333333333333,0.500833
35.125,0.501222
35.166666666666664,0.50161
35.20833333333333,0.501989
35.25,0.502369
35.291666666666664,0.502749
35.33333333333333,0.503128
35.375,0.503508
35.416666666666664,0.503887
35.45833333333333,0.504267
35.5,0.504646
35.541666666666664,0.505026
35.58333333333333,0.505406
35.625,0.505776
35.666666666666664,0.506147
35.70833333333333,0.506517
35.75,0.506888
35.791666666666664,0.507258
35.83333333333333,0.507752
35.875,0.508245
35.916666666666664,0.508625
35.95833333333333,0.509118
36,0.509498
36.041666666666664,0.509877
36.08333333333333,0.510257
36.125,0.510636
36.166666666666664,0.511016
36.20833333333333,0.511395
36.25,0.511774
36.291666666666664,0.512154
36.33333333333333,0.512533
36.375,0.512913
36.416666666666664,0.513406
36.45833333333333,0.513785
36.5,0.514156
36.541666666666664,0.514526
36.58333333333333,0.514896
36.625,0.515267
36.666666666666664,0.515637
36.70833333333333,0.516007
36.75,0.516377
36.791666666666664,0.516757
36.83333333333333,0.517136
36.875,0.517515
36.916666666666664,0.517895
36.95833333333333,0.518274
37,0.518662
37.041666666666664,0.51905
37.08333333333333,0.519437
37.125,0.519825
37.166666666666664,0.520213
37.20833333333333,0.520601
37.25,0.520988
37.291666666666664,0.521376
37.33333333333333,0.521764
37.375,0.522152
37.416666666666664,0.522539
37.45833333333333,0.522927
