Date,Livingroom_1,Livingroom_2,Livingroom_3,Bedroom,Staircase_Low,Staircase_Up
2013-04-08,0.220772,4.71443,0.0,0.549138,0.0,0.0
2013-04-09,0.219172,4.71283,0.0,0.547538,0.0,0.0
2013-04-10,0.217572,4.71123,0.0,0.545938,0.0,0.0
2013-04-11,0.215972,4.70963,0.0,0.544338,0.0,0.0
2013-04-12,0.214372,4.70803,0.0,0.542738,0.0,0.0
2013-04-13,0.212772,4.70643,0.0,0.541138,0.0,0.0
2013-04-14,0.211172,4.70483,0.0,0.539538,0.0,0.0
2013-04-15,0.209572,4.70323,0.0,0.537938,0.0,0.0
2013-04-16,0.207972,4.70163,0.0,0.536338,0.0,0.0
2013-04-17,0.206372,4.70003,0.0,0.534738,0.0,0.0
2013-04-18,0.204772,4.69843,0.0,0.533138,0.0,0.0
2013-04-19,0.203172,4.69683,0.0,0.531538,0.0,0.0
2013-04-20,0.201572,4.69523,0.0,0.529938,0.0,0.0
2013-04-21,0.199972,4.69363,0.0,0.528338,0.0,0.0
2013-04-22,0.198372,4.69203,0.0,0.526738,0.0,0.0
2013-04-23,0.196772,4.69043,0.0,0.525138,0.0,0.0
2013-04-24,0.195172,4.68883,0.0,0.523538,0.0,0.0
2013-04-25,0.193572,4.68723,0.0,0.521938,0.0,0.0
2013-04-26,0.191972,4.68563,0.0,0.520338,0.0,0.0
2013-04-27,0.190372,4.68403,0.0,0.518738,0.0,0.0
2013-04-28,0.188772,4.68243,0.0,0.517138,0.0,0.0
2013-04-29,0.187172,4.68083,0.0,0.515538,0.0,0.0
2013-04-30,0.185572,4.67923,0.0,0.513938,0.0,0.0
2013-05-01,0.183972,4.67763,0.0,0.512338,0.0,0.0
2013-05-02,0.182372,4.67603,0.0,0.510738,0.0,0.0
2013-05-03,0.180772,4.67443,0.0,0.509138,0.0,0.0
2013-05-04,0.179172,4.67283,0.0,0.507538,0.0,0.0
2013-05-05,0.177572,4.67123,0.0,0.505938,0.0,0.0
2013-05-06,0.175972,4.66963,0.0,0.504338,0.0,0.0
2013-05-07,0.174372,4.66803,0.0,0.502738,0.0,0.0
2013-05-08,0.172772,4.66643,0.0,0.501138,0.0,0.0
2013-05-09,0.171172,4.66483,0.0,0.499538,0.0,0.0
2013-05-10,0.169572,4.66323,0.0,0.497938,0.0,0.0
2013-05-11,0.167972,4.66163,0.0,0.496338,0.0,0.0
2013-05-12,0.166372,4.66003,0.0,0.494738,0.0,0.0
2013-05-13,0.164772,4.65843,0.0,0.493138,0.0,0.0
2013-05-14,0.163172,4.65683,0.0,0.491538,0.0,0.0
2013-05-15,0.161572,4.65523,0.0,0.489938,0.0,0.0
2013-05-16,0.159972,4.65363,0.0,0.488338,0.0,0.0
2013-05-17,0.158372,4.65203,0.0,0.486738,0.0,0.0
2013-05-18,0.156772,4.65043,0.0,0.485138,0.0,0.0
2013-05-19,0.155172,4.64883,0.0,0.483538,0.0,0.0
2013-05-20,0.153572,4.64723,0.0,0.481938,0.0,0.0
2013-05-21,0.151972,4.64563,0.0,0.480338,0.0,0.0
2013-05-22,0.150372,4.64403,0.0,0.478738,0.0,0.0
2013-05-23,0.148772,4.64243,0.0,0.477138,0.0,0.0
2013-05-24,0.147172,4.64083,0.0,0.475538,0.0,0.0
2013-05-25,0.145572,4.63923,0.0,0.473938,0.0,0.0
2013-05-26,0.143972,4.63763,0.0,0.472338,0.0,0.0
2013-05-27,0.142372,4.63603,0.0,0.470738,0.0,0.0
2013-05-28,0.140772,4.63443,0.0,0.469138,0.0,0.0
2013-05-29,0.139172,4.63283,0.0,0.467538,0.0,0.0
2013-05-30,0.137572,4.63123,0.0,0.465938,0.0,0.0
2013-05-31,0.135972,4.62963,0.0,0.464338,0.0,0.0
2013-06-01,0.134372,4.62803,0.0,0.462738,0.0,0.0
2013-06-02,0.132772,4.62643,0.0,0.461138,0.0,0.0
2013-06-03,0.131172,4.62483,0.0,0.459538,0.0,0.0
2013-06-04,0.129572,4.62323,0.0,0.457938,0.0,0.0
2013-06-05,0.127972,4.62163,0.0,0.456338,0.0,0.0
2013-06-06,0.126372,4.62003,0.0,0.454738,0.0,0.0
2013-06-07,0.124772,4.61843,0.0,0.453138,0.0,0.0
2013-06-08,0.123172,4.61683,0.0,0.451538,0.0,0.0
2013-06-09,0.121572,4.61523,0.0,0.449938,0.0,0.0
2013-06-10,0.119972,4.61363,0.0,0.448338,0.0,0.0
2013-06-11,0.118372,4.61203,0.0,0.446738,0.0,0.0
2013-06-12,0.116772,4.61043,0.0,0.445138,0.0,0.0
2013-06-13,0.115172,4.60883,0.0,0.443538,0.0,0.0
2013-06-14,0.113572,4.60723,0.0,0.441938,0.0,0.0
2013-06-15,0.111972,4.60563,0.0,0.440338,0.0,0.0
2013-06-16,0.110372,4.60403,0.0,0.438738,0.0,0.0
2013-06-17,0.108772,4.60243,0.0,0.437138,0.0,0.0
2013-06-18,0.107172,4.60083,0.0,0.435538,0.0,0.0
2013-06-19,0.105572,4.59923,0.0,0.433938,0.0,0.0
2013-06-20,0.103972,4.59763,0.0,0.432338,0.0,0.0
2013-06-21,0.102372,4.59603,0.0,0.430738,0.0,0.0
2013-06-22,0.100772,4.59443,0.0,0.429138,0.0,0.0
2013-06-23,0.0991716,4.59283,0.0,0.427538,0.0,0.0
2013-06-24,0.0975716,4.59123,0.0,0.425938,0.0,0.0
2013-06-25,0.0959716,4.58963,0.0,0.424338,0.0,0.0
2013-06-26,0.0943716,4.58803,0.0,0.422738,0.0,0.0
2013-06-27,0.0927716,4.58643,0.0,0.421138,0.0,0.0
2013-06-28,0.0911716,4.58483,0.0,0.419538,0.0,0.0
2013-06-29,0.0895716,4.58323,0.0,0.417938,0.0,0.0
2013-06-30,0.0879716,4.58163,0.0,0.416338,0.0,0.0
2013-07-01,0.0863716,4.58003,0.0,0.414738,0.0,0.0
