Temperature_SH,RH_SH,Temperature_SL,RH_SL,Temperature_NH,RH_NH,Temperature_NL,RH_NL,timestamp
21.71,69.6,22.86,70.6,20.19,83.5,20.19,85.2,2012-06-02T04:00:00Z
21.71,69.6,22.86,70.6,20.19,83.5,20.19,85.2,2012-06-02T05:00:00Z
21.71,69.6,22.86,70.6,20.19,83.5,20.19,87.1,2012-06-02T06:00:00Z
21.71,69.6,22.48,70.7,20.19,83.5,19.81,85.2,2012-06-02T07:00:00Z
21.71,69.6,22.48,70.7,20.19,83.5,19.81,85.2,2012-06-02T08:00:00Z
21.71,69.6,22.48,70.7,20.19,83.5,19.81,85.2,2012-06-02T09:00:00Z
21.33,69.6,22.09,70.7,20.19,83.5,19.81,85.2,2012-06-02T10:00:00Z
21.33,69.6,22.09,70.7,20.19,83.5,19.81,85.2,2012-06-02T11:00:00Z
21.33,69.6,21.71,70.2,19.81,83.5,19.42,85.2,2012-06-02T12:00:00Z
21.33,69.6,21.71,70.2,19.81,83.5,19.42,85.2,2012-06-02T13:00:00Z
20.95,69.7,21.71,70.2,19.81,83.5,19.42,85.2,2012-06-02T14:00:00Z
20.95,69.7,21.33,70.2,19.42,82.1,19.42,85.2,2012-06-02T15:00:00Z
20.95,69.7,21.33,70.2,19.42,82.1,19.42,85.2,2012-06-02T16:00:00Z
20.57,69.2,21.33,70.2,19.42,82.1,19.04,85.2,2012-06-02T17:00:00Z
20.57,69.2,20.95,70.3,19.42,82.1,19.04,85.2,2012-06-02T18:00:00Z
20.57,69.2,20.95,70.3,19.42,82.1,19.04,85.2,2012-06-02T19:00:00Z
20.57,69.2,20.95,70.3,19.42,82.1,19.04,85.2,2012-06-02T20:00:00Z
20.57,69.2,20.95,70.3,19.42,82.1,19.04,85.2,2012-06-02T21:00:00Z
20.57,69.2,21.33,70.2,19.42,82.1,19.04,85.2,2012-06-02T22:00:00Z
20.57,69.2,21.33,70.2,19.42,82.1,19.04,85.2,2012-06-02T23:00:00Z
20.57,69.2,21.33,70.2,19.42,82.1,19.04,85.2,2012-06-03T00:00:00Z
20.57,69.2,21.33,70.2,19.04,82.1,19.04,85.2,2012-06-03T01:00:00Z
20.57,69.2,20.95,70.3,19.04,82.1,19.04,85.2,2012-06-03T02:00:00Z
20.19,69.2,20.95,70.3,19.04,82.1,19.04,85.2,2012-06-03T03:00:00Z
20.19,69.2,20.95,70.3,19.04,82.1,19.04,85.2,2012-06-03T04:00:00Z
20.19,69.2,20.57,70.3,19.04,82.1,19.04,85.2,2012-06-03T05:00:00Z
20.19,69.2,20.57,70.3,19.04,82.1,19.04,85.2,2012-06-03T06:00:00Z
20.19,69.2,20.57,70.3,19.04,82.1,19.04,85.2,2012-06-03T07:00:00Z
19.81,69.3,20.19,70.4,19.04,82.1,18.66,85.2,2012-06-03T08:00:00Z
19.81,69.3,20.19,70.4,18.66,82.1,18.66,85.2,2012-06-03T09:00:00Z
19.81,69.3,19.81,70.5,18.66,82.1,18.66,85.2,2012-06-03T10:00:00Z
19.42,69.4,19.81,70.5,18.66,82.1,18.28,85.2,2012-06-03T11:00:00Z
19.42,69.4,19.81,69.9,18.66,82.1,18.28,85.2,2012-06-03T12:00:00Z
19.42,69.4,19.42,69.9,18.28,82.1,18.28,85.2,2012-06-03T13:00:00Z
19.42,68.8,19.42,69.9,18.28,82.1,18.28,85.2,2012-06-03T14:00:00Z
19.04,68.9,19.04,70.0,18.28,82.1,17.9,85.2,2012-06-03T15:00:00Z
19.04,68.9,19.04,70.0,18.28,82.1,17.9,85.2,2012-06-03T16:00:00Z
19.04,68.9,19.04,70.0,17.9,82.1,17.9,85.2,2012-06-03T17:00:00Z
19.04,68.9,19.04,70.0,17.9,82.1,17.9,85.2,2012-06-03T18:00:00Z
18.66,69.0,19.04,70.0,17.9,82.1,17.9,85.2,2012-06-03T19:00:00Z
18.66,69.0,19.04,70.0,17.9,82.1,17.9,85.2,2012-06-03T20:00:00Z
18.66,69.0,18.66,70.1,17.9,82.1,17.9,85.2,2012-06-03T21:00:00Z
18.66,69.0,18.66,70.1,17.52,82.2,17.52,85.2,2012-06-03T22:00:00Z
18.66,69.0,18.66,70.1,17.52,82.2,17.52,85.2,2012-06-03T23:00:00Z
18.28,69.0,18.28,70.1,17.52,82.2,17.52,85.2,2012-06-04T00:00:00Z
18.28,69.0,18.28,70.1,17.52,82.2,17.52,85.2,2012-06-04T01:00:00Z
18.28,69.0,18.28,70.1,17.52,82.2,17.52,85.2,2012-06-04T02:00:00Z
18.28,69.0,17.9,70.2,17.52,82.2,17.52,85.2,2012-06-04T03:00:00Z
17.9,69.1,17.9,70.2,17.14,82.2,17.14,85.3,2012-06-04T04:00:00Z
17.9,69.1,17.9,70.2,17.14,82.2,17.14,85.3,2012-06-04T05:00:00Z
17.9,69.1,17.52,70.3,17.14,82.2,17.14,85.3,2012-06-04T06:00:00Z
17.52,69.2,17.52,70.3,17.14,82.2,17.14,85.3,2012-06-04T07:00:00Z
17.52,68.7,17.52,70.3,17.14,82.2,16.76,85.3,2012-06-04T08:00:00Z
17.52,68.7,17.14,69.8,16.76,82.2,16.76,85.3,2012-06-04T09:00:00Z
17.52,68.7,17.14,69.8,16.76,82.2,16.76,85.3,2012-06-04T10:00:00Z
17.14,68.8,16.76,69.9,16.76,82.2,16.38,85.3,2012-06-04T11:00:00Z
17.14,68.8,16.76,69.9,16.38,82.2,16.38,85.3,2012-06-04T12:00:00Z
17.14,68.3,16.76,69.9,16.38,82.2,16.38,85.3,2012-06-04T13:00:00Z
16.76,68.3,16.38,69.9,16.38,82.2,16.38,85.3,2012-06-04T14:00:00Z
16.76,68.3,16.38,69.9,16.38,82.2,16.38,85.3,2012-06-04T15:00:00Z
16.76,68.3,16.38,69.9,16.0,81.0,16.38,85.3,2012-06-04T16:00:00Z
16.76,68.3,16.38,69.9,16.0,81.0,16.0,85.3,2012-06-04T17:00:00Z
16.76,68.3,16.38,69.9,16.0,81.0,16.0,85.3,2012-06-04T18:00:00Z
16.76,68.3,16.76,69.9,16.0,81.0,16.0,85.3,2012-06-04T19:00:00Z
16.76,68.3,16.76,70.4,16.0,82.3,16.38,85.3,2012-06-04T20:00:00Z
16.76,68.3,16.76,70.4,16.0,82.3,16.0,85.3,2012-06-04T21:00:00Z
16.76,68.8,16.76,70.4,16.0,82.3,16.38,85.3,2012-06-04T22:00:00Z
16.76,68.8,17.14,70.3,16.0,82.3,16.38,85.3,2012-06-04T23:00:00Z
16.76,68.8,17.14,70.9,16.0,82.3,16.38,85.3,2012-06-05T00:00:00Z
16.76,68.8,17.14,70.9,16.0,82.3,16.38,85.3,2012-06-05T01:00:00Z
16.76,69.3,17.14,70.9,16.0,82.3,16.38,85.3,2012-06-05T02:00:00Z
16.76,69.3,16.76,71.0,16.0,82.3,16.0,85.3,2012-06-05T03:00:00Z
16.76,69.3,16.76,71.0,16.0,82.3,16.0,85.3,2012-06-05T04:00:00Z
16.76,68.8,16.76,71.0,16.0,82.3,16.0,85.3,2012-06-05T05:00:00Z
16.76,68.8,16.38,71.0,15.62,82.3,16.0,85.3,2012-06-05T06:00:00Z
16.76,68.8,16.38,70.5,15.62,82.3,15.62,85.3,2012-06-05T07:00:00Z
16.38,69.4,16.0,70.5,15.62,82.3,15.62,85.3,2012-06-05T08:00:00Z
16.38,68.9,16.0,70.5,15.62,82.3,15.62,85.3,2012-06-05T09:00:00Z
16.38,69.4,16.0,70.5,15.23,82.3,15.62,85.3,2012-06-05T10:00:00Z
16.38,69.4,15.62,70.6,15.23,82.3,15.23,85.3,2012-06-05T11:00:00Z
16.0,69.5,15.62,70.6,15.23,82.3,15.23,85.3,2012-06-05T12:00:00Z
16.0,69.5,15.62,70.6,15.23,82.3,15.23,85.3,2012-06-05T13:00:00Z
16.0,69.5,15.62,70.6,15.23,81.0,15.23,85.3,2012-06-05T14:00:00Z
16.0,69.5,15.62,70.6,14.85,81.1,15.23,85.3,2012-06-05T15:00:00Z
16.0,69.5,15.62,70.6,14.85,81.1,15.23,85.3,2012-06-05T16:00:00Z
16.0,69.5,15.62,70.6,14.85,81.1,15.23,85.3,2012-06-05T17:00:00Z
16.0,69.5,15.62,71.2,14.85,82.3,15.23,85.3,2012-06-05T18:00:00Z
16.0,69.5,15.62,71.2,14.85,82.3,15.23,85.3,2012-06-05T19:00:00Z
16.0,69.5,15.62,71.2,14.85,82.3,15.23,85.3,2012-06-05T20:00:00Z
15.62,69.5,15.62,71.2,14.85,82.3,15.23,85.3,2012-06-05T21:00:00Z
15.62,69.5,15.62,71.2,15.23,82.3,15.23,85.3,2012-06-05T22:00:00Z
15.62,69.5,15.62,71.2,15.23,82.3,15.23,85.3,2012-06-05T23:00:00Z
15.62,69.5,15.62,71.2,15.23,82.3,15.23,85.3,2012-06-06T00:00:00Z
15.62,69.0,15.62,71.2,14.85,82.3,15.23,85.3,2012-06-06T01:00:00Z
15.62,69.0,15.62,71.2,14.85,82.3,15.62,85.3,2012-06-06T02:00:00Z
15.62,69.0,15.62,71.2,14.85,82.3,15.23,85.3,2012-06-06T03:00:00Z
15.62,69.0,15.23,71.2,15.23,82.3,15.23,85.3,2012-06-06T04:00:00Z
15.62,69.0,15.23,71.2,14.85,82.3,15.23,85.3,2012-06-06T05:00:00Z
15.62,69.0,15.23,71.2,14.85,82.3,15.23,85.3,2012-06-06T06:00:00Z
15.62,69.0,15.23,71.2,14.85,82.3,15.23,85.3,2012-06-06T07:00:00Z
15.62,69.0,15.23,71.2,14.85,82.3,15.23,85.3,2012-06-06T08:00:00Z
15.62,69.0,15.23,71.2,14.85,82.3,15.23,85.3,2012-06-06T09:00:00Z
15.62,69.0,15.23,71.2,14.85,82.3,15.23,85.3,2012-06-06T10:00:00Z
15.62,69.0,15.23,71.2,14.85,81.1,15.23,85.3,2012-06-06T11:00:00Z
15.62,69.0,15.23,71.2,14.85,81.1,15.23,85.3,2012-06-06T12:00:00Z
15.62,69.0,15.23,71.2,14.85,81.1,15.23,85.3,2012-06-06T13:00:00Z
15.62,69.0,15.23,71.2,14.85,81.1,15.23,85.3,2012-06-06T14:00:00Z
15.62,69.0,15.23,71.2,14.85,81.1,15.62,85.3,2012-06-06T15:00:00Z
15.62,69.5,15.23,71.2,15.23,81.0,15.62,85.3,2012-06-06T16:00:00Z
15.62,69.0,15.62,71.2,15.23,81.0,15.62,85.3,2012-06-06T17:00:00Z
16.0,69.5,15.62,71.2,15.23,82.3,15.62,85.3,2012-06-06T18:00:00Z
16.0,69.5,16.0,71.7,15.23,81.0,15.62,85.3,2012-06-06T19:00:00Z
16.0,69.5,16.0,71.7,15.62,82.3,16.0,85.3,2012-06-06T20:00:00Z
16.0,69.5,16.38,71.6,15.62,82.3,16.0,85.3,2012-06-06T21:00:00Z
16.38,69.4,16.38,71.6,15.62,82.3,16.0,85.3,2012-06-06T22:00:00Z
16.38,69.4,16.38,72.2,15.62,82.3,16.38,85.3,2012-06-06T23:00:00Z
16.38,69.4,16.76,72.2,16.0,82.3,16.38,85.3,2012-06-07T00:00:00Z
16.38,69.9,16.76,72.2,16.0,82.3,16.38,85.3,2012-06-07T01:00:00Z
16.76,69.9,16.76,72.2,16.0,82.3,16.38,85.3,2012-06-07T02:00:00Z
16.76,69.9,16.76,72.2,16.0,82.3,16.38,85.3,2012-06-07T03:00:00Z
16.76,69.9,16.76,72.2,16.0,82.3,16.38,85.3,2012-06-07T04:00:00Z
16.76,69.9,16.76,72.2,16.0,82.3,16.38,85.3,2012-06-07T05:00:00Z
16.76,69.9,16.76,72.2,16.38,82.2,16.38,85.3,2012-06-07T06:00:00Z
16.76,69.9,16.76,72.2,16.38,82.2,16.38,85.3,2012-06-07T07:00:00Z
16.76,69.9,16.76,72.2,16.38,82.2,16.38,85.3,2012-06-07T08:00:00Z
16.76,69.9,16.38,72.2,16.38,82.2,16.38,85.3,2012-06-07T09:00:00Z
16.76,69.9,16.38,72.2,16.38,82.2,16.38,85.3,2012-06-07T10:00:00Z
16.76,69.9,16.38,72.2,16.38,82.2,16.38,85.3,2012-06-07T11:00:00Z
16.76,69.9,16.38,72.2,16.38,82.2,16.38,85.3,2012-06-07T12:00:00Z
16.76,69.9,16.38,72.2,16.38,82.2,16.38,85.3,2012-06-07T13:00:00Z
16.76,69.9,16.38,72.2,16.38,82.2,16.38,85.3,2012-06-07T14:00:00Z
16.76,69.9,16.38,72.2,16.38,82.2,16.38,85.3,2012-06-07T15:00:00Z
16.76,69.9,16.38,72.2,16.38,82.2,16.38,85.3,2012-06-07T16:00:00Z
16.76,69.9,16.38,72.2,16.38,82.2,16.38,85.3,2012-06-07T17:00:00Z
16.76,69.9,16.38,72.2,16.38,82.2,16.38,85.3,2012-06-07T18:00:00Z
16.76,70.4,16.38,72.2,16.38,82.2,16.38,85.3,2012-06-07T19:00:00Z
16.76,70.4,16.38,72.2,16.38,82.2,16.76,85.3,2012-06-07T20:00:00Z
16.76,70.4,16.38,71.6,16.38,82.2,16.76,85.3,2012-06-07T21:00:00Z
16.76,70.4,16.38,72.2,16.38,82.2,16.76,85.3,2012-06-07T22:00:00Z
16.76,70.4,16.38,72.2,16.38,82.2,16.76,85.3,2012-06-07T23:00:00Z
16.76,70.4,16.38,72.2,16.38,82.2,16.76,85.3,2012-06-08T00:00:00Z
16.76,70.4,16.38,72.2,16.38,82.2,16.76,85.3,2012-06-08T01:00:00Z
16.76,71.0,16.38,72.2,16.38,82.2,16.76,85.3,2012-06-08T02:00:00Z
16.76,71.0,16.38,72.2,16.38,82.2,16.76,85.3,2012-06-08T03:00:00Z
16.76,71.0,16.38,72.2,16.38,82.2,16.76,85.3,2012-06-08T04:00:00Z
16.76,70.4,16.38,72.2,16.38,82.2,16.38,85.3,2012-06-08T05:00:00Z
16.76,71.0,16.0,72.3,16.38,82.2,16.38,85.3,2012-06-08T06:00:00Z
16.76,71.0,16.0,72.3,16.38,82.2,16.38,85.3,2012-06-08T07:00:00Z
16.38,71.0,16.0,72.3,16.38,82.2,16.38,85.3,2012-06-08T08:00:00Z
16.38,70.5,16.0,72.3,16.38,82.2,16.38,85.3,2012-06-08T09:00:00Z
16.38,70.5,16.0,72.3,16.38,82.2,16.38,85.3,2012-06-08T10:00:00Z
16.38,70.5,15.62,72.4,16.0,82.3,16.38,85.3,2012-06-08T11:00:00Z
16.38,70.5,15.62,71.7,16.0,82.3,16.38,85.3,2012-06-08T12:00:00Z
16.38,69.9,15.62,71.7,16.0,82.3,16.38,85.3,2012-06-08T13:00:00Z
16.38,69.9,15.62,71.7,16.0,82.3,16.0,85.3,2012-06-08T14:00:00Z
16.0,70.0,15.62,71.7,16.0,82.3,16.0,85.3,2012-06-08T15:00:00Z
16.0,70.0,15.62,71.7,16.0,82.3,16.0,85.3,2012-06-08T16:00:00Z
16.0,70.0,15.62,71.7,16.0,82.3,16.0,85.3,2012-06-08T17:00:00Z
16.0,70.0,15.62,71.7,16.0,82.3,16.0,85.3,2012-06-08T18:00:00Z
16.0,70.0,15.62,72.4,16.0,82.3,16.0,85.3,2012-06-08T19:00:00Z
16.0,70.0,15.62,72.4,16.0,82.3,16.0,85.3,2012-06-08T20:00:00Z
16.0,70.0,15.62,72.4,16.0,82.3,16.0,85.3,2012-06-08T21:00:00Z
16.0,70.0,15.62,72.4,16.0,82.3,16.0,85.3,2012-06-08T22:00:00Z
16.0,70.0,15.62,72.4,16.0,82.3,16.0,85.3,2012-06-08T23:00:00Z
16.0,70.0,15.62,72.4,16.0,82.3,16.0,85.3,2012-06-09T00:00:00Z
16.0,70.0,15.62,72.4,16.0,82.3,16.0,85.3,2012-06-09T01:00:00Z
16.0,70.0,15.62,72.4,16.0,82.3,16.0,85.3,2012-06-09T02:00:00Z
16.0,70.0,15.62,72.4,16.0,82.3,16.0,85.3,2012-06-09T03:00:00Z
16.0,70.0,15.62,72.4,16.0,82.3,16.0,85.3,2012-06-09T04:00:00Z
16.0,70.0,15.23,72.4,16.0,82.3,16.0,85.3,2012-06-09T05:00:00Z
16.0,70.0,15.23,72.4,15.62,82.3,16.0,85.3,2012-06-09T06:00:00Z
15.62,70.1,15.23,72.4,15.62,82.3,15.62,85.3,2012-06-09T07:00:00Z
15.62,70.1,15.23,72.4,15.62,82.3,15.62,85.3,2012-06-09T08:00:00Z
15.62,70.1,14.85,72.5,15.62,82.3,15.62,85.3,2012-06-09T09:00:00Z
15.62,70.1,14.85,71.9,15.62,82.3,15.62,85.3,2012-06-09T10:00:00Z
15.62,69.5,14.85,71.9,15.62,82.3,15.62,85.3,2012-06-09T11:00:00Z
15.62,69.5,14.85,71.9,15.62,82.3,15.62,85.3,2012-06-09T12:00:00Z
15.62,69.5,14.85,71.9,15.62,82.3,15.62,85.3,2012-06-09T13:00:00Z
15.62,69.5,14.85,71.9,15.62,81.0,15.62,85.3,2012-06-09T14:00:00Z
15.62,69.5,14.85,71.9,15.62,81.0,15.62,85.3,2012-06-09T15:00:00Z
15.62,69.5,14.85,71.9,15.62,81.0,15.62,85.3,2012-06-09T16:00:00Z
15.62,69.5,15.23,72.4,15.62,81.0,15.62,85.3,2012-06-09T17:00:00Z
15.62,69.5,15.23,72.4,15.62,82.3,15.62,85.3,2012-06-09T18:00:00Z
16.0,69.5,15.62,72.4,15.62,81.0,15.62,85.3,2012-06-09T19:00:00Z
16.0,69.5,16.0,72.9,15.62,82.3,16.0,85.3,2012-06-09T20:00:00Z
16.0,70.0,16.0,72.9,15.62,82.3,16.0,85.3,2012-06-09T21:00:00Z
16.38,69.9,16.38,72.9,16.0,82.3,16.0,85.3,2012-06-09T22:00:00Z
16.38,69.9,16.76,73.5,16.0,82.3,16.38,85.3,2012-06-09T23:00:00Z
16.76,70.4,16.76,73.5,16.0,82.3,16.38,85.3,2012-06-10T00:00:00Z
16.76,70.4,16.76,73.5,16.0,82.3,16.38,85.3,2012-06-10T01:00:00Z
16.76,70.4,16.76,73.5,16.38,82.2,16.38,85.3,2012-06-10T02:00:00Z
16.76,70.4,16.76,73.5,16.38,82.2,16.38,85.3,2012-06-10T03:00:00Z
16.76,70.4,16.76,73.5,16.38,82.2,16.38,85.3,2012-06-10T04:00:00Z
16.76,70.4,16.76,73.5,16.38,82.2,16.38,85.3,2012-06-10T05:00:00Z
16.76,70.4,16.38,73.6,16.38,82.2,16.38,85.3,2012-06-10T06:00:00Z
16.76,70.4,16.38,72.9,16.0,82.3,16.38,85.3,2012-06-10T07:00:00Z
16.76,70.4,16.38,72.9,16.0,82.3,16.38,85.3,2012-06-10T08:00:00Z
16.76,70.4,16.0,72.9,16.0,82.3,16.38,85.3,2012-06-10T09:00:00Z
16.38,70.5,16.0,72.9,16.0,82.3,16.38,85.3,2012-06-10T10:00:00Z
16.38,70.5,16.0,72.9,16.0,82.3,16.38,85.3,2012-06-10T11:00:00Z
16.38,69.9,15.62,72.4,15.62,82.3,16.38,85.3,2012-06-10T12:00:00Z
16.38,70.5,15.62,72.4,15.62,82.3,16.0,85.3,2012-06-10T13:00:00Z
16.38,69.9,15.62,72.4,15.62,82.3,16.38,85.3,2012-06-10T14:00:00Z
16.38,69.9,15.62,73.0,15.62,82.3,16.38,85.3,2012-06-10T15:00:00Z
16.38,69.9,16.0,72.9,15.62,82.3,16.38,85.3,2012-06-10T16:00:00Z
16.38,69.9,16.0,72.9,15.62,82.3,16.38,85.3,2012-06-10T17:00:00Z
16.38,69.9,16.0,72.9,15.62,82.3,16.38,85.3,2012-06-10T18:00:00Z
16.38,69.9,16.38,72.9,15.62,82.3,16.38,85.3,2012-06-10T19:00:00Z
16.38,69.9,16.38,72.9,16.0,82.3,16.76,85.3,2012-06-10T20:00:00Z
16.76,70.4,16.76,73.5,16.0,82.3,16.76,85.3,2012-06-10T21:00:00Z
16.76,70.4,16.76,73.5,16.0,82.3,16.76,85.3,2012-06-10T22:00:00Z
16.76,70.4,16.76,73.5,16.0,82.3,16.76,85.3,2012-06-10T23:00:00Z
16.76,70.4,16.76,73.5,16.0,82.3,16.76,85.3,2012-06-11T00:00:00Z
16.76,70.4,16.76,73.5,16.0,82.3,16.76,85.3,2012-06-11T01:00:00Z
17.14,70.3,17.14,73.5,16.38,82.2,17.14,85.3,2012-06-11T02:00:00Z
17.14,70.3,17.14,73.5,16.38,82.2,17.14,85.3,2012-06-11T03:00:00Z
17.14,70.3,16.76,73.5,16.38,82.2,17.14,85.3,2012-06-11T04:00:00Z
17.14,70.3,16.76,73.5,16.38,82.2,16.76,85.3,2012-06-11T05:00:00Z
17.14,70.3,16.76,73.5,16.38,82.2,16.76,85.3,2012-06-11T06:00:00Z
16.76,70.4,16.76,73.5,16.38,82.2,16.76,85.3,2012-06-11T07:00:00Z
16.76,70.4,16.76,73.5,16.38,82.2,16.76,85.3,2012-06-11T08:00:00Z
16.76,70.4,16.38,73.6,16.0,82.3,16.76,85.3,2012-06-11T09:00:00Z
16.76,70.4,16.38,72.9,16.0,82.3,16.76,85.3,2012-06-11T10:00:00Z
16.76,70.4,16.38,72.9,16.0,82.3,16.38,85.3,2012-06-11T11:00:00Z
16.76,70.4,16.38,72.9,16.0,82.3,16.38,85.3,2012-06-11T12:00:00Z
16.76,70.4,16.38,72.9,16.0,82.3,16.38,85.3,2012-06-11T13:00:00Z
16.76,70.4,16.38,72.9,16.0,82.3,16.38,85.3,2012-06-11T14:00:00Z
16.76,70.4,16.0,72.9,16.0,82.3,16.38,85.3,2012-06-11T15:00:00Z
16.38,69.9,16.0,72.9,16.0,82.3,16.38,85.3,2012-06-11T16:00:00Z
16.38,69.9,16.0,72.9,16.0,82.3,16.38,85.3,2012-06-11T17:00:00Z
16.38,69.9,16.0,72.9,16.0,82.3,16.38,85.3,2012-06-11T18:00:00Z
16.38,69.9,16.0,72.9,16.0,82.3,16.38,85.3,2012-06-11T19:00:00Z
16.38,69.9,16.0,72.9,16.0,82.3,16.38,85.3,2012-06-11T20:00:00Z
16.38,69.9,16.0,72.9,16.0,82.3,16.38,85.3,2012-06-11T21:00:00Z
16.38,69.9,16.0,72.9,16.0,82.3,16.38,85.3,2012-06-11T22:00:00Z
16.38,69.9,16.0,72.9,16.0,82.3,16.0,85.3,2012-06-11T23:00:00Z
16.38,69.9,16.0,72.9,15.62,82.3,16.0,85.3,2012-06-12T00:00:00Z
16.38,69.9,16.0,72.9,15.62,82.3,16.0,85.3,2012-06-12T01:00:00Z
16.38,69.9,15.62,73.0,15.62,82.3,16.0,85.3,2012-06-12T02:00:00Z
16.38,69.9,15.62,73.0,15.62,82.3,16.0,85.3,2012-06-12T03:00:00Z
16.38,69.9,15.62,73.0,15.62,82.3,16.0,85.3,2012-06-12T04:00:00Z
16.0,70.0,15.62,73.0,15.62,82.3,15.62,85.3,2012-06-12T05:00:00Z
16.0,70.0,15.62,73.0,15.62,82.3,15.62,85.3,2012-06-12T06:00:00Z
16.0,70.0,15.62,73.0,15.62,82.3,15.62,85.3,2012-06-12T07:00:00Z
16.0,70.0,15.23,73.1,15.23,82.3,15.62,85.3,2012-06-12T08:00:00Z
16.0,70.0,15.23,73.1,15.23,82.3,15.62,85.3,2012-06-12T09:00:00Z
16.0,70.0,15.23,73.1,15.23,82.3,15.62,85.3,2012-06-12T10:00:00Z
15.62,70.1,15.23,73.1,15.23,82.3,15.62,85.3,2012-06-12T11:00:00Z
15.62,70.1,15.23,73.1,15.23,82.3,15.23,85.3,2012-06-12T12:00:00Z
15.62,70.1,14.85,72.5,15.23,82.3,15.23,85.3,2012-06-12T13:00:00Z
15.62,70.1,14.85,72.5,15.23,82.3,15.23,85.3,2012-06-12T14:00:00Z
15.62,69.5,14.85,72.5,14.85,81.1,15.23,85.3,2012-06-12T15:00:00Z
15.62,69.5,15.23,72.4,14.85,81.1,15.23,85.3,2012-06-12T16:00:00Z
15.62,69.5,15.23,72.4,15.23,81.0,15.23,85.3,2012-06-12T17:00:00Z
15.62,69.5,15.23,72.4,15.23,81.0,15.23,85.3,2012-06-12T18:00:00Z
15.62,69.5,15.23,73.1,15.23,81.0,15.23,85.3,2012-06-12T19:00:00Z
15.62,69.5,15.23,73.1,15.23,81.0,15.62,85.3,2012-06-12T20:00:00Z
15.62,70.1,15.62,73.0,15.23,82.3,15.62,85.3,2012-06-12T21:00:00Z
15.62,70.1,15.62,73.0,15.23,82.3,15.62,85.3,2012-06-12T22:00:00Z
16.0,70.0,15.62,73.0,15.23,82.3,15.62,85.3,2012-06-12T23:00:00Z
16.0,70.0,15.62,73.0,15.23,82.3,15.62,85.3,2012-06-13T00:00:00Z
16.0,70.0,15.62,73.0,15.23,82.3,15.62,85.3,2012-06-13T01:00:00Z
16.0,70.0,15.62,73.0,15.23,82.3,15.62,85.3,2012-06-13T02:00:00Z
16.0,70.0,15.62,73.7,15.23,82.3,15.62,85.3,2012-06-13T03:00:00Z
16.0,70.5,15.62,73.7,15.23,82.3,15.62,85.3,2012-06-13T04:00:00Z
16.0,70.5,15.62,73.7,15.23,82.3,15.62,85.3,2012-06-13T05:00:00Z
15.62,70.6,15.23,73.7,15.23,82.3,15.62,85.3,2012-06-13T06:00:00Z
15.62,70.6,15.23,73.7,15.23,82.3,15.23,85.3,2012-06-13T07:00:00Z
15.62,70.1,15.23,73.1,15.23,82.3,15.23,85.3,2012-06-13T08:00:00Z
15.62,70.6,15.23,73.1,14.85,82.3,15.23,85.3,2012-06-13T09:00:00Z
15.62,70.6,14.85,73.1,14.85,82.3,15.23,85.3,2012-06-13T10:00:00Z
15.62,70.1,14.85,73.1,14.85,82.3,14.85,85.3,2012-06-13T11:00:00Z
15.62,70.1,14.85,73.1,14.85,81.1,14.85,85.3,2012-06-13T12:00:00Z
15.23,70.1,14.85,72.5,14.85,81.1,14.85,85.3,2012-06-13T13:00:00Z
15.23,70.1,14.85,72.5,14.85,81.1,14.85,85.3,2012-06-13T14:00:00Z
15.62,70.1,14.85,73.1,14.85,81.1,14.85,85.3,2012-06-13T15:00:00Z
15.62,70.1,15.23,73.1,14.85,81.1,14.85,85.3,2012-06-13T16:00:00Z
15.62,70.1,15.62,73.0,14.85,81.1,15.23,85.3,2012-06-13T17:00:00Z
15.62,70.1,15.62,73.7,14.85,81.1,15.23,85.3,2012-06-13T18:00:00Z
16.0,70.0,16.0,73.6,14.85,81.1,15.23,85.3,2012-06-13T19:00:00Z
16.0,70.5,16.38,74.3,15.23,82.3,15.23,85.3,2012-06-13T20:00:00Z
16.38,70.5,16.76,74.2,15.23,82.3,15.62,85.3,2012-06-13T21:00:00Z
16.76,70.4,17.14,74.2,15.23,82.3,15.62,85.3,2012-06-13T22:00:00Z
16.76,71.0,17.52,74.1,15.62,82.3,15.62,85.3,2012-06-13T23:00:00Z
17.14,70.9,17.52,74.1,15.62,82.3,16.0,85.3,2012-06-14T00:00:00Z
17.14,70.9,17.52,74.9,15.62,82.3,16.0,85.3,2012-06-14T01:00:00Z
17.14,70.9,17.52,74.9,15.62,82.3,16.0,85.3,2012-06-14T02:00:00Z
17.14,70.9,17.52,74.9,15.62,82.3,16.0,85.3,2012-06-14T03:00:00Z
17.14,70.9,17.52,74.9,16.0,82.3,16.0,85.3,2012-06-14T04:00:00Z
17.14,70.9,17.52,74.1,16.0,82.3,16.0,85.3,2012-06-14T05:00:00Z
17.14,70.9,17.52,74.1,16.0,82.3,16.0,85.3,2012-06-14T06:00:00Z
17.14,70.9,17.14,74.2,15.62,82.3,16.0,85.3,2012-06-14T07:00:00Z
17.14,70.9,17.14,74.2,15.62,82.3,15.62,85.3,2012-06-14T08:00:00Z
17.14,70.9,17.14,74.2,15.62,82.3,15.62,85.3,2012-06-14T09:00:00Z
17.14,70.3,16.76,73.5,15.62,82.3,15.62,85.3,2012-06-14T10:00:00Z
16.76,70.4,16.76,73.5,15.62,81.0,15.62,85.3,2012-06-14T11:00:00Z
