time,RH_living_room_(was_found_in_a_drawer_in_2016),RH_bedroom,RH_living_room_(was_found_in_a_drawer_in_2016)_MA_30D,RH_living_room_(was_found_in_a_drawer_in_2016)_MA_7D,RH_living_room_(was_found_in_a_drawer_in_2016)_MA_1D,RH_living_room_(was_found_in_a_drawer_in_2016)_risk_30D,RH_living_room_(was_found_in_a_drawer_in_2016)_risk_7D,RH_living_room_(was_found_in_a_drawer_in_2016)_risk_1D,RH_living_room_(was_found_in_a_drawer_in_2016)_B3_overall_risk_code,RH_living_room_(was_found_in_a_drawer_in_2016)_B3_overall_risk_label,RH_bedroom_MA_30D,RH_bedroom_MA_7D,RH_bedroom_MA_1D,RH_bedroom_risk_30D,RH_bedroom_risk_7D,RH_bedroom_risk_1D,RH_bedroom_B3_overall_risk_code,RH_bedroom_B3_overall_risk_label
2012-04-08T17:00:00Z,51.3,64.5,49.923737373737374,47.675,49.69583333333333,0,0,0,0,Safe,55.469191919191914,62.82380952380952,64.92916666666667,0,0,0,0,Safe
2012-04-08T18:00:00Z,51.3,64.5,49.92605042016807,47.70773809523809,49.6875,0,0,0,0,Safe,55.48436974789915,62.829166666666666,64.79583333333333,0,0,0,0,Safe
2012-04-08T19:00:00Z,51.5,64.3,49.928691275167786,47.74345238095238,49.70000000000001,0,0,0,0,Safe,55.499161073825505,62.83273809523809,64.65416666666667,0,0,0,0,Safe
2012-04-08T20:00:00Z,51.4,64.3,49.93115577889448,47.766666666666666,49.729166666666664,0,0,0,0,Safe,55.513902847571195,62.836309523809526,64.55,0,0,0,0,Safe
2012-04-08T21:00:00Z,51.1,64.3,49.93311036789298,47.78214285714286,49.770833333333336,0,0,0,0,Safe,55.52859531772575,62.82499999999999,64.46249999999999,0,0,0,0,Safe
2012-04-08T22:00:00Z,50.9,64.0,49.934724540901506,47.79761904761905,49.824999999999996,0,0,0,0,Safe,55.54273789649415,62.811904761904756,64.37916666666666,0,0,0,0,Safe
2012-04-08T23:00:00Z,50.8,64.0,49.936166666666665,47.8125,49.89166666666666,0,0,0,0,Safe,55.55683333333333,62.79880952380952,64.3125,0,0,0,0,Safe
2012-04-09T00:00:00Z,50.6,63.6,49.93727121464226,47.82976190476191,49.962500000000006,0,0,0,0,Safe,55.570216306156404,62.785714285714285,64.24166666666667,0,0,0,0,Safe
2012-04-09T01:00:00Z,50.8,63.6,49.93870431893687,47.85119047619047,50.050000000000004,0,0,0,0,Safe,55.583554817275754,62.772023809523816,64.1875,0,0,0,0,Safe
2012-04-09T02:00:00Z,50.8,63.6,49.94013266998342,47.87619047619047,50.14166666666666,0,0,0,0,Safe,55.596849087893865,62.75833333333333,64.13333333333333,0,0,0,0,Safe
2012-04-09T03:00:00Z,50.9,63.3,49.94172185430463,47.904761904761905,50.24583333333334,0,0,0,0,Safe,55.60960264900662,62.74285714285714,64.08333333333333,0,0,0,0,Safe
2012-04-09T04:00:00Z,50.9,63.3,49.94330578512397,47.93511904761905,50.349999999999994,0,0,0,0,Safe,55.62231404958678,62.72738095238095,64.04583333333333,0,0,0,0,Safe
2012-04-09T05:00:00Z,51.1,63.4,49.945214521452144,47.96964285714286,50.462500000000006,0,0,0,0,Safe,55.63514851485149,62.712500000000006,64.00833333333333,0,0,0,0,Safe
2012-04-09T06:00:00Z,51.1,63.3,49.947116968698516,48.00595238095238,50.5625,0,0,0,0,Safe,55.64777594728171,62.69880952380952,63.979166666666664,0,0,0,0,Safe
2012-04-09T07:00:00Z,51.3,63.1,49.949342105263156,48.041666666666664,50.67083333333333,0,0,0,0,Safe,55.660032894736844,62.688095238095244,63.94166666666666,0,0,0,0,Safe
2012-04-09T08:00:00Z,51.3,63.1,49.95155993431855,48.079166666666666,50.76666666666667,0,0,0,0,Safe,55.672249589490974,62.66845238095239,63.90416666666666,0,0,0,0,Safe
2012-04-09T09:00:00Z,51.4,63.1,49.95393442622951,48.11666666666666,50.85833333333333,0,0,0,0,Safe,55.6844262295082,62.646428571428565,63.86666666666667,0,0,0,0,Safe
2012-04-09T10:00:00Z,51.4,63.4,49.95630114566285,48.15238095238095,50.93333333333334,0,0,0,0,Safe,55.69705400981997,62.62380952380953,63.84166666666666,0,0,0,0,Safe
2012-04-09T11:00:00Z,51.6,63.4,49.95898692810458,48.18630952380952,51.00833333333333,0,0,0,0,Safe,55.70964052287582,62.59880952380953,63.81666666666666,0,0,0,0,Safe
2012-04-09T12:00:00Z,51.9,63.4,49.96215334420881,48.21904761904762,51.09166666666667,0,0,0,0,Safe,55.72218597063621,62.57678571428571,63.791666666666664,0,0,0,0,Safe
2012-04-09T13:00:00Z,52.1,63.7,49.9656351791531,48.256547619047616,51.17083333333333,0,0,0,0,Safe,55.735179153094464,62.55654761904762,63.76666666666666,0,0,0,0,Safe
2012-04-09T14:00:00Z,52.4,63.7,49.96959349593496,48.29226190476191,51.24166666666667,0,0,0,0,Safe,55.74813008130081,62.53690476190476,63.74166666666667,0,0,0,0,Safe
2012-04-09T15:00:00Z,52.7,63.7,49.97402597402598,48.33154761904762,51.320833333333326,0,0,0,0,Safe,55.76103896103896,62.519642857142856,63.71666666666667,0,0,0,0,Safe
2012-04-09T16:00:00Z,52.9,64.1,49.97876823338736,48.36964285714286,51.395833333333336,0,0,0,0,Safe,55.774554294975694,62.504761904761914,63.695833333333326,0,0,0,0,Safe
2012-04-09T17:00:00Z,53.1,64.1,49.983818770226534,48.40952380952381,51.47083333333334,0,0,0,0,Safe,55.788025889967635,62.4922619047619,63.67916666666667,0,0,0,0,Safe
2012-04-09T18:00:00Z,53.3,63.7,49.9891760904685,48.45178571428572,51.55416666666667,0,0,0,0,Safe,55.800807754442644,62.47976190476191,63.645833333333336,0,0,0,0,Safe
2012-04-09T19:00:00Z,53.4,63.7,49.994677419354836,48.49285714285715,51.633333333333326,0,0,0,0,Safe,55.81354838709677,62.467261904761905,63.62083333333333,0,0,0,0,Safe
2012-04-09T20:00:00Z,53.7,63.7,50.00064412238326,48.53511904761905,51.729166666666664,0,0,0,0,Safe,55.82624798711755,62.44999999999999,63.59583333333333,0,0,0,0,Safe
2012-04-09T21:00:00Z,53.7,63.7,50.00659163987138,48.57738095238095,51.8375,0,0,0,0,Safe,55.83890675241158,62.42976190476191,63.57083333333333,0,0,0,0,Safe
2012-04-09T22:00:00Z,53.9,63.7,50.012841091492774,48.62142857142857,51.9625,0,0,0,0,Safe,55.851524879614765,62.409523809523805,63.55833333333334,0,0,0,0,Safe
2012-04-09T23:00:00Z,53.9,63.7,50.01907051282051,48.6672619047619,52.09166666666667,0,0,0,0,Safe,55.86410256410256,62.38928571428571,63.54583333333334,0,0,0,0,Safe
2012-04-10T00:00:00Z,53.9,63.5,50.02528,48.71369047619048,52.229166666666664,0,0,0,0,Safe,55.87631999999999,62.36785714285714,63.541666666666664,0,0,0,0,Safe
2012-04-10T01:00:00Z,53.5,63.4,50.03083067092652,48.75952380952381,52.34166666666667,0,0,0,0,Safe,55.888338658146964,62.34583333333334,63.53333333333333,0,0,0,0,Safe
2012-04-10T02:00:00Z,53.2,63.4,50.035885167464116,48.80416666666667,52.44166666666666,0,0,0,0,Safe,55.900318979266345,62.32380952380952,63.525000000000006,0,0,0,0,Safe
2012-04-10T03:00:00Z,52.7,63.2,50.04012738853503,48.84583333333334,52.51666666666666,0,0,0,0,Safe,55.91194267515923,62.30059523809524,63.520833333333336,0,0,0,0,Safe
2012-04-10T04:00:00Z,52.2,63.2,50.04356120826709,48.88571428571428,52.57083333333333,0,0,0,0,Safe,55.92352941176471,62.275000000000006,63.51666666666666,0,0,0,0,Safe
2012-04-10T05:00:00Z,51.7,62.9,50.046190476190475,48.921428571428564,52.59583333333333,0,0,0,0,Safe,55.93460317460318,62.24702380952381,63.49583333333334,0,0,0,0,Safe
2012-04-10T06:00:00Z,51.2,62.9,50.048019017432644,48.95357142857142,52.6,0,0,0,0,Safe,55.94564183835182,62.219047619047615,63.479166666666664,0,0,0,0,Safe
2012-04-10T07:00:00Z,50.9,62.6,50.049367088607596,48.982142857142854,52.583333333333336,0,0,0,0,Safe,55.95617088607595,62.189285714285724,63.458333333333336,0,0,0,0,Safe
2012-04-10T08:00:00Z,50.7,62.7,50.05039494470774,49.00892857142857,52.55833333333333,0,0,0,0,Safe,55.96682464454976,62.165476190476184,63.44166666666667,0,0,0,0,Safe
2012-04-10T09:00:00Z,50.3,62.7,50.050788643533124,49.03154761904763,52.512499999999996,0,0,0,0,Safe,55.977444794952675,62.144047619047626,63.425000000000004,0,0,0,0,Safe
2012-04-10T10:00:00Z,50.2,63.0,50.051023622047246,49.01130952380952,52.4625,0,0,0,0,Safe,55.98850393700787,62.124404761904756,63.40833333333334,0,0,0,0,Safe
2012-04-10T11:00:00Z,49.7,62.9,50.050471698113206,49.00833333333333,52.38333333333333,0,0,0,0,Safe,55.99937106918239,62.10178571428572,63.387499999999996,0,0,0,0,Safe
2012-04-10T12:00:00Z,48.9,63.8,50.04866562009419,49.00595238095238,52.25833333333333,0,0,0,0,Safe,56.0116169544741,62.08214285714286,63.40416666666667,0,0,0,0,Safe
2012-04-10T13:00:00Z,48.6,64.7,50.046394984326014,49.00773809523809,52.112500000000004,0,0,0,0,Safe,56.02523510971787,62.06547619047619,63.44583333333333,0,0,0,0,Safe
2012-04-10T14:00:00Z,48.3,65.0,50.043661971830986,49.00416666666667,51.94166666666666,0,0,0,0,Safe,56.03928012519562,62.092261904761905,63.5,0,0,0,0,Safe
2012-04-10T15:00:00Z,48.3,64.9,50.0409375,48.99583333333334,51.75833333333333,0,0,0,0,Safe,56.053125,62.11011904761905,63.550000000000004,0,0,0,0,Safe
2012-04-10T16:00:00Z,48.2,64.5,50.038065522620904,48.980357142857144,51.5625,0,0,0,0,Safe,56.06630265210608,62.11428571428571,63.56666666666667,0,0,0,0,Safe
2012-04-10T17:00:00Z,48.6,64.5,50.03582554517134,48.96071428571428,51.37500000000001,0,0,0,0,Safe,56.07943925233645,62.11666666666666,63.583333333333336,0,0,0,0,Safe
2012-04-10T18:00:00Z,48.7,64.2,50.03374805598756,48.93869047619048,51.18333333333333,0,0,0,0,Safe,56.09206842923794,62.11369047619048,63.60416666666668,0,0,0,0,Safe
2012-04-10T19:00:00Z,49.8,63.9,50.0333850931677,48.92321428571429,51.03333333333334,0,0,0,0,Safe,56.104192546583846,62.11845238095238,63.612500000000004,0,0,0,0,Safe
2012-04-10T20:00:00Z,49.7,63.6,50.032868217054265,48.91011904761905,50.86666666666667,0,0,0,0,Safe,56.11581395348837,62.12857142857143,63.60833333333334,0,0,0,0,Safe
2012-04-10T21:00:00Z,49.6,63.3,50.032198142414856,48.8922619047619,50.69583333333333,0,0,0,0,Safe,56.126934984520126,62.14107142857142,63.59166666666667,0,0,0,0,Safe
2012-04-10T22:00:00Z,49.3,63.4,50.031066460587326,48.87380952380952,50.50416666666667,0,0,0,0,Safe,56.13817619783617,62.152976190476195,63.57916666666666,0,0,0,0,Safe
2012-04-10T23:00:00Z,49.0,63.1,50.02947530864197,48.85654761904762,50.300000000000004,0,0,0,0,Safe,56.14891975308642,62.168452380952374,63.55416666666667,0,0,0,0,Safe
2012-04-11T00:00:00Z,48.7,62.8,50.02742681047766,48.842261904761905,50.083333333333336,0,0,0,0,Safe,56.15916795069338,62.18095238095238,63.525,0,0,0,0,Safe
2012-04-11T01:00:00Z,48.4,62.5,50.02492307692308,48.83095238095238,49.87083333333333,0,0,0,0,Safe,56.16892307692308,62.19761904761905,63.487500000000004,0,0,0,0,Safe
2012-04-11T02:00:00Z,48.1,62.3,50.021966205837174,48.82202380952381,49.65833333333333,0,0,0,0,Safe,56.178341013824884,62.21785714285714,63.44166666666666,0,0,0,0,Safe
2012-04-11T03:00:00Z,47.7,62.3,50.01840490797546,48.81607142857143,49.45000000000001,0,0,0,0,Safe,56.1877300613497,62.2404761904762,63.40416666666666,0,0,0,0,Safe
2012-04-11T04:00:00Z,47.3,62.0,50.01424196018377,48.813095238095244,49.24583333333334,0,0,0,0,Safe,56.19663093415008,62.26369047619048,63.354166666666664,0,0,0,0,Safe
2012-04-11T05:00:00Z,47.0,61.7,50.00963302752294,48.811904761904756,49.050000000000004,0,0,0,0,Safe,56.20504587155963,62.28333333333334,63.30416666666667,0,0,0,0,Safe
2012-04-11T06:00:00Z,46.6,61.7,50.004427480916036,48.80952380952381,48.85833333333333,0,0,0,0,Safe,56.213435114503824,62.29880952380953,63.25416666666666,0,0,0,0,Safe
2012-04-11T07:00:00Z,46.9,61.7,49.99969512195123,48.807738095238086,48.69166666666667,0,0,0,0,Safe,56.2217987804878,62.31011904761904,63.21666666666667,0,0,0,0,Safe
2012-04-11T08:00:00Z,47.0,62.0,49.9951293759513,48.80595238095238,48.5375,0,0,0,0,Safe,56.230593607305934,62.31607142857142,63.1875,0,0,0,0,Safe
2012-04-11T09:00:00Z,47.2,62.3,49.99088145896656,48.8047619047619,48.40833333333334,0,0,0,0,Safe,56.239817629179335,62.32202380952381,63.17083333333333,0,0,0,0,Safe
2012-04-11T10:00:00Z,46.7,62.3,49.985887708649464,48.81011904761905,48.262499999999996,0,0,0,0,Safe,56.249013657056146,62.3297619047619,63.14166666666666,0,0,0,0,Safe
2012-04-11T11:00:00Z,45.7,62.3,49.979393939393944,48.81488095238095,48.09583333333333,0,0,0,0,Safe,56.25818181818182,62.32261904761905,63.11666666666667,0,0,0,0,Safe
2012-04-11T12:00:00Z,45.4,62.6,49.972465960665666,48.82738095238095,47.949999999999996,0,0,0,0,Safe,56.267776096823,62.31785714285714,63.06666666666667,0,0,0,0,Safe
2012-04-11T13:00:00Z,45.7,62.9,49.966012084592144,48.84880952380953,47.82916666666667,0,0,0,0,Safe,56.27779456193354,62.35476190476191,62.99166666666667,0,0,0,0,Safe
2012-04-11T14:00:00Z,44.6,62.8,49.9579185520362,48.858928571428564,47.675000000000004,0,0,0,0,Safe,56.287631975867264,62.36785714285714,62.900000000000006,0,0,0,0,Safe
2012-04-11T15:00:00Z,44.7,62.8,49.95,48.86547619047619,47.525000000000006,0,0,0,0,Safe,56.297439759036145,62.373214285714276,62.8125,0,0,0,0,Safe
2012-04-11T16:00:00Z,45.0,62.8,49.94255639097745,48.87083333333333,47.39166666666667,0,0,0,0,Safe,56.30721804511278,62.376785714285724,62.74166666666667,0,0,0,0,Safe
2012-04-11T17:00:00Z,45.3,62.2,49.935585585585585,48.8702380952381,47.25416666666666,0,0,0,0,Safe,56.316066066066064,62.37678571428571,62.645833333333336,0,0,0,0,Safe
2012-04-11T18:00:00Z,42.9,61.6,49.92503748125937,48.848214285714285,47.01250000000001,0,0,0,0,Safe,56.323988005997,62.375,62.537499999999994,0,0,0,0,Safe
2012-04-11T19:00:00Z,41.3,61.6,49.912125748503,48.8125,46.65833333333333,0,0,0,0,Safe,56.331886227544906,62.36845238095238,62.44166666666667,0,0,0,0,Safe
2012-04-11T20:00:00Z,42.9,59.7,49.901644245142,48.789880952380955,46.375,0,0,0,0,Safe,56.33692077727952,62.341666666666676,62.27916666666666,0,0,0,0,Safe
2012-04-11T21:00:00Z,44.5,51.3,49.89358208955223,48.77857142857143,46.162499999999994,0,0,0,0,Safe,56.32940298507462,62.26190476190476,61.77916666666667,0,0,0,0,Safe
2012-04-11T22:00:00Z,45.7,53.0,49.88733233979136,48.76845238095238,46.012499999999996,0,0,0,0,Safe,56.32444113263785,62.19464285714286,61.34583333333334,0,0,0,0,Safe
2012-04-11T23:00:00Z,45.9,53.3,49.881398809523816,48.75535714285714,45.88333333333333,0,0,0,0,Safe,56.319940476190474,62.13749999999999,60.9375,0,0,0,0,Safe
2012-04-12T00:00:00Z,42.7,52.5,49.87072808320951,48.723214285714285,45.63333333333333,0,0,0,0,Safe,56.31426448736998,62.07321428571428,60.50833333333333,0,0,0,0,Safe
2012-04-12T01:00:00Z,44.0,53.1,49.862017804154306,48.7047619047619,45.45000000000001,0,0,0,0,Safe,56.30949554896142,62.01428571428571,60.11666666666667,0,0,0,0,Safe
2012-04-12T02:00:00Z,44.1,53.3,49.85348148148148,48.69107142857143,45.28333333333333,0,0,0,0,Safe,56.30503703703704,61.958333333333336,59.74166666666667,0,0,0,0,Safe
2012-04-12T03:00:00Z,44.2,53.5,49.84511834319527,48.68214285714286,45.137499999999996,0,0,0,0,Safe,56.3008875739645,61.902976190476195,59.375,0,0,0,0,Safe
2012-04-12T04:00:00Z,44.2,53.8,49.83677991137371,48.67559523809524,45.00833333333333,0,0,0,0,Safe,56.29719350073855,61.851190476190474,59.03333333333334,0,0,0,0,Safe
2012-04-12T05:00:00Z,44.5,53.9,49.82890855457227,48.67440476190476,44.90416666666667,0,0,0,0,Safe,56.29365781710914,61.79940476190476,58.708333333333336,0,0,0,0,Safe
2012-04-12T06:00:00Z,44.6,54.1,49.82120765832106,48.67261904761905,44.82083333333333,0,0,0,0,Safe,56.29042709867452,61.750595238095244,58.39166666666667,0,0,0,0,Safe
2012-04-12T07:00:00Z,43.6,52.6,49.812058823529405,48.663690476190474,44.68333333333333,0,0,0,0,Safe,56.285000000000004,61.69940476190476,58.012499999999996,0,0,0,0,Safe
2012-04-12T08:00:00Z,44.8,53.9,49.80469897209985,48.65416666666666,44.59166666666667,0,0,0,0,Safe,56.28149779735682,61.65714285714286,57.675000000000004,0,0,0,0,Safe
2012-04-12T09:00:00Z,45.3,54.4,49.798093841642235,48.6452380952381,44.512499999999996,0,0,0,0,Safe,56.27873900293255,61.61309523809524,57.34583333333333,0,0,0,0,Safe
2012-04-12T10:00:00Z,45.5,54.6,49.79180087847731,48.64047619047619,44.4625,0,0,0,0,Safe,56.27628111273792,61.5672619047619,57.025000000000006,0,0,0,0,Safe
2012-04-12T11:00:00Z,45.4,54.4,49.78538011695906,48.63452380952381,44.449999999999996,0,0,0,0,Safe,56.273538011695905,61.5220238095238,56.69583333333333,0,0,0,0,Safe
2012-04-12T12:00:00Z,45.7,55.2,49.77941605839416,48.62976190476191,44.4625,0,0,0,0,Safe,56.27197080291971,61.520833333333336,56.387499999999996,0,0,0,0,Safe
2012-04-12T13:00:00Z,46.2,55.5,49.77419825072886,48.62976190476191,44.48333333333334,0,0,0,0,Safe,56.27084548104957,61.516071428571436,56.07916666666667,0,0,0,0,Safe
2012-04-12T14:00:00Z,46.2,54.5,49.76899563318778,48.62916666666666,44.550000000000004,0,0,0,0,Safe,56.268267831149934,61.49583333333334,55.73333333333333,0,0,0,0,Safe
2012-04-12T15:00:00Z,46.9,55.5,49.76482558139534,48.63333333333333,44.64166666666666,0,0,0,0,Safe,56.267151162790704,61.4952380952381,55.42916666666667,0,0,0,0,Safe
2012-04-12T16:00:00Z,46.7,56.2,49.760377358490565,48.62142857142857,44.7125,0,0,0,0,Safe,56.26705370101597,61.49345238095238,55.15416666666667,0,0,0,0,Safe
2012-04-12T17:00:00Z,46.3,54.9,49.755362318840575,48.60892857142857,44.75416666666666,0,0,0,0,Safe,56.26507246376812,61.469642857142865,54.849999999999994,0,0,0,0,Safe
2012-04-12T18:00:00Z,46.1,55.3,49.75007235890015,48.58809523809524,44.887499999999996,0,0,0,0,Safe,56.26367583212735,61.44583333333333,54.587500000000006,0,0,0,0,Safe
2012-04-12T19:00:00Z,46.5,55.3,49.74537572254336,48.56785714285714,45.104166666666664,0,0,0,0,Safe,56.26228323699422,61.42023809523808,54.324999999999996,0,0,0,0,Safe
2012-04-12T20:00:00Z,46.5,55.3,49.74069264069264,48.548809523809524,45.25416666666667,0,0,0,0,Safe,56.260894660894664,61.39523809523809,54.14166666666667,0,0,0,0,Safe
2012-04-12T21:00:00Z,46.3,55.3,49.735734870317,48.530952380952385,45.32916666666667,0,0,0,0,Safe,56.25951008645533,61.374404761904756,54.30833333333333,0,0,0,0,Safe
2012-04-12T22:00:00Z,46.1,55.2,49.7305035971223,48.513690476190476,45.34583333333333,0,0,0,0,Safe,56.2579856115108,61.358333333333334,54.4,0,0,0,0,Safe
2012-04-12T23:00:00Z,46.2,55.1,49.72543103448276,48.506547619047616,45.35833333333333,0,0,0,0,Safe,56.256321839080464,61.34285714285714,54.474999999999994,0,0,0,0,Safe
2012-04-13T00:00:00Z,46.1,55.2,49.72022955523673,48.50535714285714,45.5,0,0,0,0,Safe,56.254806312769006,61.34047619047618,54.5875,0,0,0,0,Safe
2012-04-13T01:00:00Z,45.8,55.0,49.71461318051576,48.50714285714285,45.574999999999996,0,0,0,0,Safe,56.25300859598854,61.3345238095238,54.666666666666664,0,0,0,0,Safe
2012-04-13T02:00:00Z,45.1,55.0,49.70801144492132,48.51011904761905,45.61666666666667,0,0,0,0,Safe,56.25121602288984,61.3297619047619,54.737500000000004,0,0,0,0,Safe
2012-04-13T03:00:00Z,44.6,54.8,49.700714285714284,48.51488095238095,45.63333333333333,0,0,0,0,Safe,56.24914285714286,61.32380952380953,54.791666666666664,0,0,0,0,Safe
2012-04-13T04:00:00Z,44.0,54.7,49.6925820256776,48.519642857142856,45.625,0,0,0,0,Safe,56.24693295292439,61.31964285714285,54.82916666666666,0,0,0,0,Safe
2012-04-13T05:00:00Z,42.9,54.6,49.682905982905986,48.522619047619045,45.55833333333333,0,0,0,0,Safe,56.24458689458689,61.3172619047619,54.85833333333334,0,0,0,0,Safe
2012-04-13T06:00:00Z,42.8,54.4,49.67311522048364,48.52440476190476,45.48333333333333,0,0,0,0,Safe,56.24196301564722,61.31607142857143,54.87083333333333,0,0,0,0,Safe
2012-04-13T07:00:00Z,42.8,54.4,49.66335227272727,48.52440476190476,45.45000000000001,0,0,0,0,Safe,56.23934659090909,61.3172619047619,54.94583333333333,0,0,0,0,Safe
2012-04-13T08:00:00Z,43.1,54.3,49.65404255319149,48.52619047619048,45.37916666666666,0,0,0,0,Safe,56.236595744680855,61.31785714285714,54.9625,0,0,0,0,Safe
2012-04-13T09:00:00Z,43.7,54.1,49.64560906515581,48.53214285714286,45.3125,0,0,0,0,Safe,56.23356940509915,61.30416666666667,54.949999999999996,0,0,0,0,Safe
2012-04-13T10:00:00Z,43.7,53.6,49.63719943422914,48.548809523809524,45.237500000000004,0,0,0,0,Safe,56.22984441301273,61.282738095238095,54.90833333333333,0,0,0,0,Safe
2012-04-13T11:00:00Z,44.1,54.3,49.62937853107344,48.55952380952382,45.18333333333334,0,0,0,0,Safe,56.2271186440678,61.2577380952381,54.90416666666667,0,0,0,0,Safe
2012-04-13T12:00:00Z,44.6,55.2,49.622284908321575,48.55773809523809,45.13750000000001,0,0,0,0,Safe,56.22566995768688,61.23035714285714,54.90416666666667,0,0,0,0,Safe
2012-04-13T13:00:00Z,44.5,55.6,49.615070422535204,48.542857142857144,45.06666666666666,0,0,0,0,Safe,56.224788732394366,61.20238095238095,54.90833333333333,0,0,0,0,Safe
2012-04-13T14:00:00Z,44.6,55.6,49.608016877637134,48.522023809523816,45.0,0,0,0,0,Safe,56.2239099859353,61.17321428571429,54.95416666666667,0,0,0,0,Safe
2012-04-13T15:00:00Z,44.9,54.1,49.60140449438202,48.50178571428572,44.916666666666664,0,0,0,0,Safe,56.22092696629214,61.13630952380952,54.895833333333336,0,0,0,0,Safe
2012-04-13T16:00:00Z,42.1,53.5,49.59088359046284,48.464285714285715,44.725,0,0,0,0,Safe,56.21711079943899,61.10000000000001,54.78333333333333,0,0,0,0,Safe
2012-04-13T17:00:00Z,41.5,50.1,49.5795518207283,48.420833333333334,44.525000000000006,0,0,0,0,Safe,56.20854341736695,61.04702380952382,54.583333333333336,0,0,0,0,Safe
2012-04-13T18:00:00Z,45.3,50.2,49.573566433566434,48.39821428571429,44.49166666666667,0,0,0,0,Safe,56.200139860139856,60.976190476190474,54.37083333333333,0,0,0,0,Safe
2012-04-13T19:00:00Z,46.3,51.7,49.56899441340782,48.37738095238095,44.48333333333333,0,0,0,0,Safe,56.19385474860336,60.90714285714286,54.22083333333333,0,0,0,0,Safe
2012-04-13T20:00:00Z,47.2,48.9,49.56569037656904,48.349404761904765,44.512499999999996,0,0,0,0,Safe,56.183682008368194,60.81488095238095,53.95416666666667,0,0,0,0,Safe
2012-04-13T21:00:00Z,46.5,46.5,49.56142061281337,48.32261904761905,44.520833333333336,0,0,0,0,Safe,56.17019498607242,60.70773809523809,53.587500000000006,0,0,0,0,Safe
2012-04-13T22:00:00Z,45.7,46.3,49.55605006954103,48.30178571428572,44.50416666666666,0,0,0,0,Safe,56.15646731571627,60.599999999999994,53.21666666666667,0,0,0,0,Safe
2012-04-13T23:00:00Z,44.8,45.9,49.54944444444444,48.28511904761905,44.44583333333333,0,0,0,0,Safe,56.14222222222222,60.48690476190477,52.833333333333336,0,0,0,0,Safe
2012-04-14T00:00:00Z,43.3,47.9,49.54430555555556,48.263690476190476,44.32916666666667,0,0,0,0,Safe,56.14291666666667,60.39047619047619,52.52916666666667,0,0,0,0,Safe
2012-04-14T01:00:00Z,43.4,54.7,49.540000000000006,48.23511904761905,44.229166666666664,0,0,0,0,Safe,56.153749999999995,60.347023809523805,52.51666666666667,0,0,0,0,Safe
2012-04-14T02:00:00Z,42.8,58.9,49.53541666666667,48.199404761904766,44.13333333333333,0,0,0,0,Safe,56.17097222222222,60.333333333333336,52.67916666666667,0,0,0,0,Safe
2012-04-14T03:00:00Z,42.5,61.2,49.531111111111116,48.16071428571429,44.04583333333334,0,0,0,0,Safe,56.19194444444444,60.336309523809526,52.94583333333333,0,0,0,0,Safe
2012-04-14T04:00:00Z,42.2,62.5,49.52722222222223,48.12261904761905,43.97083333333333,0,0,0,0,Safe,56.21541666666666,60.348214285714285,53.270833333333336,0,0,0,0,Safe
2012-04-14T05:00:00Z,42.1,62.6,49.52375,48.08452380952381,43.9375,0,0,0,0,Safe,56.239583333333336,60.36071428571429,53.604166666666664,0,0,0,0,Safe
2012-04-14T06:00:00Z,41.9,64.0,49.52041666666667,48.0452380952381,43.9,0,0,0,0,Safe,56.26625,60.37916666666667,54.00416666666667,0,0,0,0,Safe
2012-04-14T07:00:00Z,41.7,64.7,49.51722222222222,47.99821428571428,43.854166666666664,0,0,0,0,Safe,56.294027777777785,60.398809523809526,54.43333333333333,0,0,0,0,Safe
2012-04-14T08:00:00Z,43.4,60.1,49.51652777777778,47.955952380952375,43.86666666666667,0,0,0,0,Safe,56.315694444444446,60.38392857142857,54.675000000000004,0,0,0,0,Safe
2012-04-14T09:00:00Z,36.2,58.4,49.50527777777777,47.87500000000001,43.55416666666667,0,0,0,0,Safe,56.33444444444445,60.35476190476191,54.854166666666664,0,0,0,0,Safe
2012-04-14T10:00:00Z,34.7,53.1,49.48777777777779,47.785714285714285,43.17916666666667,0,0,0,0,Safe,56.342638888888885,60.29404761904762,54.833333333333336,0,0,0,0,Safe
2012-04-14T11:00:00Z,34.0,49.6,49.46805555555556,47.69166666666667,42.75833333333333,0,0,0,0,Safe,56.34513888888889,60.20059523809523,54.637499999999996,0,0,0,0,Safe
2012-04-14T12:00:00Z,34.5,48.0,49.447638888888896,47.59761904761905,42.3375,0,0,0,0,Safe,56.344027777777775,60.09940476190476,54.3375,0,0,0,0,Safe
2012-04-14T13:00:00Z,37.0,49.0,49.42916666666667,47.513690476190476,42.025,0,0,0,0,Safe,56.34277777777777,60.00416666666666,54.0625,0,0,0,0,Safe
2012-04-14T14:00:00Z,38.2,49.8,49.41027777777778,47.426785714285714,41.75833333333333,0,0,0,0,Safe,56.340833333333336,59.913095238095245,53.820833333333326,0,0,0,0,Safe
2012-04-14T15:00:00Z,38.5,51.1,49.390972222222224,47.33988095238095,41.49166666666667,0,0,0,0,Safe,56.33972222222222,59.82321428571428,53.69583333333333,0,0,0,0,Safe
2012-04-14T16:00:00Z,39.3,52.2,49.37194444444445,47.26547619047619,41.375,0,0,0,0,Safe,56.33944444444444,59.769642857142856,53.64166666666667,0,0,0,0,Safe
